        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.102771736537e+00,        +7.600738872174e-16,        +7.254371943855e+14,        +3.326795784703e-16,        +1.367524561913e-12
 2.00e+00,        +1.757977396610e+00,        -1.977313882309e-13,        +4.445367557316e+12,        +1.570387156896e-15,        +6.461459897534e-12
 3.00e+00,        +1.758425054875e+00,        -8.135098321342e-14,        +1.080764475988e+13,        +1.028448631076e-15,        +4.231622047216e-12
 4.00e+00,        +1.889155446658e+00,        -2.362070405230e-13,        +3.998939748950e+12,        +1.142577224757e-15,        +4.702354051744e-12
 5.00e+00,        +1.890331046262e+00,        +1.194871844105e-13,        +7.910183236752e+12,        +6.808700494492e-16,        +2.802173202980e-12
 6.00e+00,        +2.022230706768e+00,        +2.606784759981e-14,        +3.878783430479e+13,        +1.749108936383e-15,        +7.200484932389e-12
 7.00e+00,        +2.198085191055e+00,        -2.169502939051e-13,        +5.065872812362e+12,        +2.572561631041e-15,        +1.059436112161e-11
 8.00e+00,        +2.199919505846e+00,        -3.658971427700e-13,        +3.006199350441e+12,        +4.548746562016e-15,        +1.873279187598e-11
 9.00e+00,        +2.345583674861e+00,        -4.150432603947e-12,        +2.825709870136e+11,        +1.360711986034e-10,        +5.605615738173e-07
 1.00e+01,        +2.346327948177e+00,        -4.252697624124e-11,        +2.758634819070e+10,        +2.154536972239e-10,        +8.875888464933e-07
 1.10e+01,        +2.419622126908e+00,        +2.573259437762e-13,        +4.701473336502e+12,        +2.741330876379e-13,        +1.129526777702e-09
 1.20e+01,        +2.431187343624e+00,        -4.796044862549e-13,        +2.534575273272e+12,        +1.828130823951e-12,        +7.532770570415e-09
 1.30e+01,        +2.432386653710e+00,        -5.054674362017e-13,        +2.406076514037e+12,        +1.187061369150e-13,        +4.891273296335e-10
 1.40e+01,        +2.525422696665e+00,        +3.938567887824e-15,        +3.206016461558e+14,        +3.519819572698e-13,        +1.450678112773e-09
 1.50e+01,        +2.566047109384e+00,        -6.538794333945e-13,        +1.962171448078e+12,        +4.272046210459e-12,        +1.760890233781e-08
 1.60e+01,        +2.567711856610e+00,        -4.840754653282e-13,        +2.652181364810e+12,        +9.145865740529e-13,        +3.769841164443e-09
 1.70e+01,        +2.880959499006e+00,        +1.159602747643e-12,        +1.242218296250e+12,        +1.060257221157e-12,        +4.374075534599e-09
 1.80e+01,        +2.882782403549e+00,        -1.374418373426e-11,        +1.048728123578e+11,        +5.431840838438e-12,        +2.240909893341e-08
 1.90e+01,        +2.898995426117e+00,        -2.518339485056e-12,        +5.755767725758e+11,        +7.875841161331e-12,        +3.249338769322e-08
 2.00e+01,        +2.904488454159e+00,        +9.122373256955e-12,        +1.591958787668e+11,        +1.844377907093e-11,        +7.609480165595e-08
 2.10e+01,        +2.948104032953e+00,        -2.256051236432e-10,        +6.533770123094e+09,        +1.960619025547e-10,        +8.090113483076e-07
 2.20e+01,        +2.953088049118e+00,        -1.404867977376e-11,        +1.051019774340e+11,        +3.478245082459e-10,        +1.435251699871e-06
