        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +9.781042861354e-04,        +1.030946461511e-03
 2.00e+00,        -4.222402341060e-06,        -3.679284016930e-06
 3.00e+00,        +4.211761896874e-06,        +2.607048154468e-06
 4.00e+00,        +1.491512027676e-03,        +3.352025803974e-03
 5.00e+00,        +3.043038255525e-05,        +2.759375436771e-05
 6.00e+00,        -1.277810703615e-05,        -1.118773826981e-05
 7.00e+00,        +3.311826580335e-07,        +2.681522285155e-07
 8.00e+00,        -5.519454565439e-07,        -4.707457638094e-07
