        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +9.994599503315e+04,        +2.440513292366e-05
 2.00e+00,        +6.856416729676e+09,        -3.790404504529e-10
 3.00e+00,        +8.786454614675e+09,        +2.965011488879e-10
 4.00e+00,        +1.602193929305e+04,        +1.626657739573e-04
 5.00e+00,        +1.324815418102e+08,        +2.039168445744e-08
 6.00e+00,        +7.750780522089e+08,        -3.485722400352e-09
 7.00e+00,        +1.248396621690e+12,        +2.194396678742e-12
 8.00e+00,        +4.307948744902e+11,        -6.359416939319e-12
