        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 2.42670000e+00,        +1.763885070639e-10,        +1.454491247688e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.032810004508e-13,        +4.554043876338e-03,        +2.092422221097e-12,        +1.438593889391e-02,        +8.032810004508e-13,        +4.554043876338e-03,        +2.092422221097e-12,        +1.438593889391e-02,        +4.329246365163e-13,        +2.454381205004e-03,        +1.352562751198e-12,        +9.299215470340e-03,        +1.749059341257e-10,        +9.915948438882e-01,        +1.404130577985e-10,        +9.653757492295e-01,        +2.463673012347e-13,        +1.396731030472e-03,        +1.591081998044e-12,        +1.093909640621e-02
 2.42670500e+00,        +1.764306532551e-10,        +1.454907495799e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.035647080313e-13,        +4.554564035249e-03,        +2.093067043419e-12,        +1.438625513624e-02,        +8.035647080313e-13,        +4.554564035249e-03,        +2.093067043419e-12,        +1.438625513624e-02,        +4.330724428697e-13,        +2.454632655265e-03,        +1.352995851619e-12,        +9.299531795153e-03,        +1.749475712352e-10,        +9.915939662834e-01,        +1.404530669649e-10,        +9.653745504127e-01,        +2.464448690043e-13,        +1.396837026092e-03,        +1.591619719959e-12,        +1.093966265590e-02
 2.42671000e+00,        +1.764728208110e-10,        +1.455323956085e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.038485646555e-13,        +4.555084238815e-03,        +2.093712181936e-12,        +1.438657127289e-02,        +8.038485646555e-13,        +4.555084238815e-03,        +2.093712181936e-12,        +1.438657127289e-02,        +4.332203259529e-13,        +2.454884123017e-03,        +1.353429168819e-12,        +9.299848072728e-03,        +1.749892294444e-10,        +9.915930886138e-01,        +1.404930965399e-10,        +9.653733517711e-01,        +2.465224760159e-13,        +1.396943024331e-03,        +1.592157717888e-12,        +1.094022888327e-02
 2.42671500e+00,        +1.765150097464e-10,        +1.455740628692e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.041325704282e-13,        +4.555604487026e-03,        +2.094357636861e-12,        +1.438688730384e-02,        +8.041325704282e-13,        +4.555604487026e-03,        +2.094357636861e-12,        +1.438688730384e-02,        +4.333682858196e-13,        +2.455135608253e-03,        +1.353862702946e-12,        +9.300164303048e-03,        +1.750309087679e-10,        +9.915922108795e-01,        +1.405331465374e-10,        +9.653721533048e-01,        +2.466001222967e-13,        +1.397049025185e-03,        +1.592695992023e-12,        +1.094079508830e-02
 2.42672000e+00,        +1.765572200764e-10,        +1.456157513772e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.044167254573e-13,        +4.556124779882e-03,        +2.095003408413e-12,        +1.438720322904e-02,        +8.044167254573e-13,        +4.556124779882e-03,        +2.095003408413e-12,        +1.438720322904e-02,        +4.335163225249e-13,        +2.455387110973e-03,        +1.354296454152e-12,        +9.300480486097e-03,        +1.750726092206e-10,        +9.915913330805e-01,        +1.405732169720e-10,        +9.653709550139e-01,        +2.466778078745e-13,        +1.397155028651e-03,        +1.593234542562e-12,        +1.094136127098e-02
 2.42672500e+00,        +1.765994518156e-10,        +1.456574611468e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.047010298468e-13,        +4.556645117376e-03,        +2.095649496799e-12,        +1.438751904845e-02,        +8.047010298468e-13,        +4.556645117376e-03,        +2.095649496799e-12,        +1.438751904845e-02,        +4.336644361222e-13,        +2.455638631172e-03,        +1.354730422583e-12,        +9.300796621856e-03,        +1.751143308169e-10,        +9.915904552167e-01,        +1.406133078577e-10,        +9.653697568984e-01,        +2.467555327764e-13,        +1.397261034729e-03,        +1.593773369696e-12,        +1.094192743130e-02
 2.42673000e+00,        +1.766417049791e-10,        +1.456991921932e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.049854837041e-13,        +4.557165499504e-03,        +2.096295902241e-12,        +1.438783476205e-02,        +8.049854837041e-13,        +4.557165499504e-03,        +2.096295902241e-12,        +1.438783476205e-02,        +4.338126266662e-13,        +2.455890168845e-03,        +1.355164608390e-12,        +9.301112710312e-03,        +1.751560735717e-10,        +9.915895772882e-01,        +1.406534192090e-10,        +9.653685589584e-01,        +2.468332970301e-13,        +1.397367043414e-03,        +1.594312473620e-12,        +1.094249356925e-02
 2.42673500e+00,        +1.766839795815e-10,        +1.457409445310e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.052700871338e-13,        +4.557685926258e-03,        +2.096942624949e-12,        +1.438815036981e-02,        +8.052700871338e-13,        +4.557685926258e-03,        +2.096942624949e-12,        +1.438815036981e-02,        +4.339608942106e-13,        +2.456141723989e-03,        +1.355599011723e-12,        +9.301428751446e-03,        +1.751978374995e-10,        +9.915886992951e-01,        +1.406935510398e-10,        +9.653673611939e-01,        +2.469111006627e-13,        +1.397473054702e-03,        +1.594851854525e-12,        +1.094305968482e-02
 2.42674000e+00,        +1.767262756380e-10,        +1.457827181751e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.055548402434e-13,        +4.558206397636e-03,        +2.097589665140e-12,        +1.438846587167e-02,        +8.055548402434e-13,        +4.558206397636e-03,        +2.097589665140e-12,        +1.438846587167e-02,        +4.341092388104e-13,        +2.456393296601e-03,        +1.356033632732e-12,        +9.301744745241e-03,        +1.752396226152e-10,        +9.915878212372e-01,        +1.407337033646e-10,        +9.653661636051e-01,        +2.469889437022e-13,        +1.397579068594e-03,        +1.595391512608e-12,        +1.094362577800e-02
 2.42674500e+00,        +1.767685931633e-10,        +1.458245131402e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.058397431385e-13,        +4.558726913633e-03,        +2.098237023028e-12,        +1.438878126760e-02,        +8.058397431385e-13,        +4.558726913633e-03,        +2.098237023028e-12,        +1.438878126760e-02,        +4.342576605196e-13,        +2.456644886676e-03,        +1.356468471565e-12,        +9.302060691680e-03,        +1.752814289334e-10,        +9.915869431146e-01,        +1.407738761976e-10,        +9.653649661919e-01,        +2.470668261758e-13,        +1.397685085085e-03,        +1.595931448063e-12,        +1.094419184879e-02
 2.42675000e+00,        +1.768109321724e-10,        +1.458663294414e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.061247959252e-13,        +4.559247474241e-03,        +2.098884698831e-12,        +1.438909655758e-02,        +8.061247959252e-13,        +4.559247474241e-03,        +2.098884698831e-12,        +1.438909655758e-02,        +4.344061593925e-13,        +2.456896494211e-03,        +1.356903528374e-12,        +9.302376590749e-03,        +1.753232564690e-10,        +9.915860649274e-01,        +1.408140695531e-10,        +9.653637689545e-01,        +2.471447481110e-13,        +1.397791104173e-03,        +1.596471661083e-12,        +1.094475789716e-02
 2.42675500e+00,        +1.768532926803e-10,        +1.459081670934e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.064099987109e-13,        +4.559768079459e-03,        +2.099532692762e-12,        +1.438941174155e-02,        +8.064099987109e-13,        +4.559768079459e-03,        +2.099532692762e-12,        +1.438941174155e-02,        +4.345547354841e-13,        +2.457148119202e-03,        +1.357338803308e-12,        +9.302692442429e-03,        +1.753651052366e-10,        +9.915851866755e-01,        +1.408542834454e-10,        +9.653625718929e-01,        +2.472227095358e-13,        +1.397897125855e-03,        +1.597012151866e-12,        +1.094532392312e-02
 2.42676000e+00,        +1.768956747019e-10,        +1.459500261111e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.066953516013e-13,        +4.560288729279e-03,        +2.100181005037e-12,        +1.438972681950e-02,        +8.066953516013e-13,        +4.560288729279e-03,        +2.100181005037e-12,        +1.438972681950e-02,        +4.347033888485e-13,        +2.457399761645e-03,        +1.357774296518e-12,        +9.303008246704e-03,        +1.754069752510e-10,        +9.915843083589e-01,        +1.408945178889e-10,        +9.653613750071e-01,        +2.473007104773e-13,        +1.398003150128e-03,        +1.597552920604e-12,        +1.094588992665e-02
 2.42676500e+00,        +1.769380782521e-10,        +1.459919065093e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.069808547028e-13,        +4.560809423695e-03,        +2.100829635872e-12,        +1.439004179138e-02,        +8.069808547028e-13,        +4.560809423695e-03,        +2.100829635872e-12,        +1.439004179138e-02,        +4.348521195400e-13,        +2.457651421535e-03,        +1.358210008153e-12,        +9.303324003557e-03,        +1.754488665269e-10,        +9.915834299778e-01,        +1.409347728978e-10,        +9.653601782973e-01,        +2.473787509632e-13,        +1.398109176990e-03,        +1.598093967491e-12,        +1.094645590774e-02
 2.42677000e+00,        +1.769805033461e-10,        +1.460338083031e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.072665081232e-13,        +4.561330162706e-03,        +2.101478585485e-12,        +1.439035665716e-02,        +8.072665081232e-13,        +4.561330162706e-03,        +2.101478585485e-12,        +1.439035665716e-02,        +4.350009276141e-13,        +2.457903098871e-03,        +1.358645938366e-12,        +9.303639712972e-03,        +1.754907790793e-10,        +9.915825515320e-01,        +1.409750484866e-10,        +9.653589817635e-01,        +2.474568310215e-13,        +1.398215206438e-03,        +1.598635292726e-12,        +1.094702186639e-02
 2.42677500e+00,        +1.770229499987e-10,        +1.460757315074e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.075523119689e-13,        +4.561850946304e-03,        +2.102127854091e-12,        +1.439067141679e-02,        +8.075523119689e-13,        +4.561850946304e-03,        +2.102127854091e-12,        +1.439067141679e-02,        +4.351498131248e-13,        +2.458154793648e-03,        +1.359082087306e-12,        +9.303955374932e-03,        +1.755327129229e-10,        +9.915816730216e-01,        +1.410153446695e-10,        +9.653577854057e-01,        +2.475349506796e-13,        +1.398321238469e-03,        +1.599176896502e-12,        +1.094758780257e-02
 2.42678000e+00,        +1.770654182249e-10,        +1.461176761370e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.078382663462e-13,        +4.562371774483e-03,        +2.102777441906e-12,        +1.439098607026e-02,        +8.078382663462e-13,        +4.562371774483e-03,        +2.102777441906e-12,        +1.439098607026e-02,        +4.352987761269e-13,        +2.458406505861e-03,        +1.359518455123e-12,        +9.304270989420e-03,        +1.755746680724e-10,        +9.915807944466e-01,        +1.410556614610e-10,        +9.653565892240e-01,        +2.476131099652e-13,        +1.398427273082e-03,        +1.599718779015e-12,        +1.094815371629e-02
 2.42678500e+00,        +1.771079080398e-10,        +1.461596422070e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.081243713631e-13,        +4.562892647241e-03,        +2.103427349148e-12,        +1.439130061751e-02,        +8.081243713631e-13,        +4.562892647241e-03,        +2.103427349148e-12,        +1.439130061751e-02,        +4.354478166754e-13,        +2.458658235507e-03,        +1.359955041970e-12,        +9.304586556420e-03,        +1.756166445429e-10,        +9.915799158070e-01,        +1.410959988754e-10,        +9.653553932185e-01,        +2.476913089062e-13,        +1.398533310272e-03,        +1.600260940461e-12,        +1.094871960753e-02
 2.42679000e+00,        +1.771504194584e-10,        +1.462016297322e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.084106271260e-13,        +4.563413564571e-03,        +2.104077576032e-12,        +1.439161505851e-02,        +8.084106271260e-13,        +4.563413564571e-03,        +2.104077576032e-12,        +1.439161505851e-02,        +4.355969348249e-13,        +2.458909982582e-03,        +1.360391847997e-12,        +9.304902075914e-03,        +1.756586423489e-10,        +9.915790371028e-01,        +1.411363569271e-10,        +9.653541973893e-01,        +2.477695475301e-13,        +1.398639350037e-03,        +1.600803381034e-12,        +1.094928547628e-02
 2.42679500e+00,        +1.771929524958e-10,        +1.462436387276e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.086970337425e-13,        +4.563934526468e-03,        +2.104728122778e-12,        +1.439192939323e-02,        +8.086970337425e-13,        +4.563934526468e-03,        +2.104728122778e-12,        +1.439192939323e-02,        +4.357461306304e-13,        +2.459161747083e-03,        +1.360828873355e-12,        +9.305217547887e-03,        +1.757006615056e-10,        +9.915781583341e-01,        +1.411767356306e-10,        +9.653530017363e-01,        +2.478478258649e-13,        +1.398745392375e-03,        +1.601346100934e-12,        +1.094985132253e-02
 2.42680000e+00,        +1.772355071670e-10,        +1.462856692083e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.089835913195e-13,        +4.564455532927e-03,        +2.105378989600e-12,        +1.439224362164e-02,        +8.089835913195e-13,        +4.564455532927e-03,        +2.105378989600e-12,        +1.439224362164e-02,        +4.358954041467e-13,        +2.459413529006e-03,        +1.361266118196e-12,        +9.305532972320e-03,        +1.757427020276e-10,        +9.915772795008e-01,        +1.412171350002e-10,        +9.653518062598e-01,        +2.479261439382e-13,        +1.398851437283e-03,        +1.601889100354e-12,        +1.095041714628e-02
 2.42680500e+00,        +1.772780834871e-10,        +1.463277211892e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.092702999646e-13,        +4.564976583942e-03,        +2.106030176718e-12,        +1.439255774369e-02,        +8.092702999646e-13,        +4.564976583942e-03,        +2.106030176718e-12,        +1.439255774369e-02,        +4.360447554287e-13,        +2.459665328346e-03,        +1.361703582671e-12,        +9.305848349200e-03,        +1.757847639299e-10,        +9.915764006030e-01,        +1.412575550503e-10,        +9.653506109596e-01,        +2.480045017778e-13,        +1.398957484758e-03,        +1.602432379491e-12,        +1.095098294751e-02
 2.42681000e+00,        +1.773206814712e-10,        +1.463697946854e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.095571597862e-13,        +4.565497679511e-03,        +2.106681684350e-12,        +1.439287175935e-02,        +8.095571597862e-13,        +4.565497679511e-03,        +2.106681684350e-12,        +1.439287175935e-02,        +4.361941845319e-13,        +2.459917145100e-03,        +1.362141266932e-12,        +9.306163678507e-03,        +1.758268472275e-10,        +9.915755216406e-01,        +1.412979957956e-10,        +9.653494158359e-01,        +2.480828994120e-13,        +1.399063534798e-03,        +1.602975938543e-12,        +1.095154872621e-02
 2.42681500e+00,        +1.773633011344e-10,        +1.464118897118e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.098441708905e-13,        +4.566018819626e-03,        +2.107333512711e-12,        +1.439318566859e-02,        +8.098441708905e-13,        +4.566018819626e-03,        +2.107333512711e-12,        +1.439318566859e-02,        +4.363436915108e-13,        +2.460168979264e-03,        +1.362579171130e-12,        +9.306478960225e-03,        +1.758689519351e-10,        +9.915746426137e-01,        +1.413384572503e-10,        +9.653482208888e-01,        +2.481613368681e-13,        +1.399169587400e-03,        +1.603519777705e-12,        +1.095211448238e-02
 2.42682000e+00,        +1.774059424918e-10,        +1.464540062837e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.101313333863e-13,        +4.566540004282e-03,        +2.107985662023e-12,        +1.439349947136e-02,        +8.101313333863e-13,        +4.566540004282e-03,        +2.107985662023e-12,        +1.439349947136e-02,        +4.364932764209e-13,        +2.460420830835e-03,        +1.363017295419e-12,        +9.306794194340e-03,        +1.759110780679e-10,        +9.915737635223e-01,        +1.413789394290e-10,        +9.653470261183e-01,        +2.482398141743e-13,        +1.399275642560e-03,        +1.604063897176e-12,        +1.095268021600e-02
 2.42682500e+00,        +1.774486055586e-10,        +1.464961444158e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.104186473807e-13,        +4.567061233475e-03,        +2.108638132500e-12,        +1.439381316764e-02,        +8.104186473807e-13,        +4.567061233475e-03,        +2.108638132500e-12,        +1.439381316764e-02,        +4.366429393171e-13,        +2.460672699808e-03,        +1.363455639948e-12,        +9.307109380831e-03,        +1.759532256405e-10,        +9.915728843664e-01,        +1.414194423462e-10,        +9.653458315245e-01,        +2.483183313585e-13,        +1.399381700278e-03,        +1.604608297152e-12,        +1.095324592706e-02
 2.42683000e+00,        +1.774912903498e-10,        +1.465383041234e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.107061129816e-13,        +4.567582507198e-03,        +2.109290924364e-12,        +1.439412675739e-02,        +8.107061129816e-13,        +4.567582507198e-03,        +2.109290924364e-12,        +1.439412675739e-02,        +4.367926802545e-13,        +2.460924586180e-03,        +1.363894204871e-12,        +9.307424519684e-03,        +1.759953946681e-10,        +9.915720051461e-01,        +1.414599660163e-10,        +9.653446371074e-01,        +2.483968884485e-13,        +1.399487760549e-03,        +1.605152977830e-12,        +1.095381161555e-02
 2.42683500e+00,        +1.775339968807e-10,        +1.465804854215e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.109937302978e-13,        +4.568103825449e-03,        +2.109944037832e-12,        +1.439444024056e-02,        +8.109937302978e-13,        +4.568103825449e-03,        +2.109944037832e-12,        +1.439444024056e-02,        +4.369424992890e-13,        +2.461176489947e-03,        +1.364332990340e-12,        +9.307739610881e-03,        +1.760375851656e-10,        +9.915711258612e-01,        +1.415005104539e-10,        +9.653434428671e-01,        +2.484754854725e-13,        +1.399593823371e-03,        +1.605697939409e-12,        +1.095437728147e-02
 2.42684000e+00,        +1.775767251663e-10,        +1.466226883252e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.112814994362e-13,        +4.568625188219e-03,        +2.110597473123e-12,        +1.439475361714e-02,        +8.112814994362e-13,        +4.568625188219e-03,        +2.110597473123e-12,        +1.439475361714e-02,        +4.370923964751e-13,        +2.461428411104e-03,        +1.364771996507e-12,        +9.308054654407e-03,        +1.760797971479e-10,        +9.915702465119e-01,        +1.415410756734e-10,        +9.653422488037e-01,        +2.485541224583e-13,        +1.399699888741e-03,        +1.606243182084e-12,        +1.095494292481e-02
 2.42684500e+00,        +1.776194752220e-10,        +1.466649128497e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.115694205065e-13,        +4.569146595507e-03,        +2.111251230457e-12,        +1.439506688707e-02,        +8.115694205065e-13,        +4.569146595507e-03,        +2.111251230457e-12,        +1.439506688707e-02,        +4.372423718691e-13,        +2.461680349649e-03,        +1.365211223526e-12,        +9.308369650245e-03,        +1.761220306302e-10,        +9.915693670982e-01,        +1.415816616896e-10,        +9.653410549171e-01,        +2.486327994342e-13,        +1.399805956657e-03,        +1.606788706056e-12,        +1.095550854555e-02
 2.42685000e+00,        +1.776622470628e-10,        +1.467071590099e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.118574936150e-13,        +4.569668047303e-03,        +2.111905310051e-12,        +1.439538005033e-02,        +8.118574936150e-13,        +4.569668047303e-03,        +2.111905310051e-12,        +1.439538005033e-02,        +4.373924255251e-13,        +2.461932305576e-03,        +1.365650671547e-12,        +9.308684598377e-03,        +1.761642856272e-10,        +9.915684876200e-01,        +1.416222685168e-10,        +9.653398612076e-01,        +2.487115164277e-13,        +1.399912027116e-03,        +1.607334511520e-12,        +1.095607414367e-02
 2.42685500e+00,        +1.777050407041e-10,        +1.467494268212e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.121457188721e-13,        +4.570189543607e-03,        +2.112559712127e-12,        +1.439569310687e-02,        +8.121457188721e-13,        +4.570189543607e-03,        +2.112559712127e-12,        +1.439569310687e-02,        +4.375425575000e-13,        +2.462184278884e-03,        +1.366090340725e-12,        +9.308999498786e-03,        +1.762065621543e-10,        +9.915676080774e-01,        +1.416628961696e-10,        +9.653386676752e-01,        +2.487902734675e-13,        +1.400018100115e-03,        +1.607880598677e-12,        +1.095663971919e-02
 2.42686000e+00,        +1.777478561610e-10,        +1.467917162986e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.124340963853e-13,        +4.570711084411e-03,        +2.113214436903e-12,        +1.439600605666e-02,        +8.124340963853e-13,        +4.570711084411e-03,        +2.113214436903e-12,        +1.439600605666e-02,        +4.376927678485e-13,        +2.462436269566e-03,        +1.366530231213e-12,        +9.309314351457e-03,        +1.762488602262e-10,        +9.915667284704e-01,        +1.417035446627e-10,        +9.653374743198e-01,        +2.488690705814e-13,        +1.400124175652e-03,        +1.608426967724e-12,        +1.095720527208e-02
 2.42686500e+00,        +1.777906934487e-10,        +1.468340274572e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.127226262630e-13,        +4.571232669710e-03,        +2.113869484598e-12,        +1.439631889967e-02,        +8.127226262630e-13,        +4.571232669710e-03,        +2.113869484598e-12,        +1.439631889967e-02,        +4.378430566262e-13,        +2.462688277621e-03,        +1.366970343163e-12,        +9.309629156372e-03,        +1.762911798580e-10,        +9.915658487989e-01,        +1.417442140106e-10,        +9.653362811416e-01,        +2.489479077975e-13,        +1.400230253724e-03,        +1.608973618860e-12,        +1.095777080233e-02
 2.42687000e+00,        +1.778335525827e-10,        +1.468763603126e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.130113086156e-13,        +4.571754299501e-03,        +2.114524855437e-12,        +1.439663163587e-02,        +8.130113086156e-13,        +4.571754299501e-03,        +2.114524855437e-12,        +1.439663163587e-02,        +4.379934238895e-13,        +2.462940303045e-03,        +1.367410676731e-12,        +9.309943913516e-03,        +1.763335210651e-10,        +9.915649690631e-01,        +1.417849042281e-10,        +9.653350881407e-01,        +2.490267851443e-13,        +1.400336334329e-03,        +1.609520552286e-12,        +1.095833630995e-02
 2.42687500e+00,        +1.778764335780e-10,        +1.469187148794e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.133001435493e-13,        +4.572275973775e-03,        +2.115180549634e-12,        +1.439694426520e-02,        +8.133001435493e-13,        +4.572275973775e-03,        +2.115180549634e-12,        +1.439694426520e-02,        +4.381438696929e-13,        +2.463192345831e-03,        +1.367851232067e-12,        +9.310258622870e-03,        +1.763758838621e-10,        +9.915640892629e-01,        +1.418256153295e-10,        +9.653338953170e-01,        +2.491057026495e-13,        +1.400442417462e-03,        +1.610067768196e-12,        +1.095890179490e-02
 2.42688000e+00,        +1.779193364498e-10,        +1.469610911730e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.135891311738e-13,        +4.572797692528e-03,        +2.115836567411e-12,        +1.439725678765e-02,        +8.135891311738e-13,        +4.572797692528e-03,        +2.115836567411e-12,        +1.439725678765e-02,        +4.382943940925e-13,        +2.463444405977e-03,        +1.368292009324e-12,        +9.310573284419e-03,        +1.764182682642e-10,        +9.915632093984e-01,        +1.418663473295e-10,        +9.653327026707e-01,        +2.491846603412e-13,        +1.400548503122e-03,        +1.610615266791e-12,        +1.095946725719e-02
 2.42688500e+00,        +1.779622612138e-10,        +1.470034892089e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.138782715998e-13,        +4.573319455758e-03,        +2.116492908993e-12,        +1.439756920317e-02,        +8.138782715998e-13,        +4.573319455758e-03,        +2.116492908993e-12,        +1.439756920317e-02,        +4.384449971448e-13,        +2.463696483481e-03,        +1.368733008661e-12,        +9.310887898147e-03,        +1.764606742868e-10,        +9.915623294695e-01,        +1.419071002430e-10,        +9.653315102019e-01,        +2.492636582484e-13,        +1.400654591307e-03,        +1.611163048274e-12,        +1.096003269680e-02
 2.42689000e+00,        +1.780052078849e-10,        +1.470459090019e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.141675649336e-13,        +4.573841263455e-03,        +2.117149574594e-12,        +1.439788151173e-02,        +8.141675649336e-13,        +4.573841263455e-03,        +2.117149574594e-12,        +1.439788151173e-02,        +4.385956789043e-13,        +2.463948578336e-03,        +1.369174230225e-12,        +9.311202464034e-03,        +1.765031019446e-10,        +9.915614494762e-01,        +1.419478740843e-10,        +9.653303179105e-01,        +2.493426963985e-13,        +1.400760682012e-03,        +1.611711112838e-12,        +1.096059811373e-02
 2.42689500e+00,        +1.780481764786e-10,        +1.470883505676e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.144570112868e-13,        +4.574363115617e-03,        +2.117806564441e-12,        +1.439819371329e-02,        +8.144570112868e-13,        +4.574363115617e-03,        +2.117806564441e-12,        +1.439819371329e-02,        +4.387464394281e-13,        +2.464200690540e-03,        +1.369615674175e-12,        +9.311516982067e-03,        +1.765455512531e-10,        +9.915605694186e-01,        +1.419886688683e-10,        +9.653291257967e-01,        +2.494217748203e-13,        +1.400866775236e-03,        +1.612259460688e-12,        +1.096116350796e-02
 2.42690000e+00,        +1.780911670104e-10,        +1.471308139212e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.147466107683e-13,        +4.574885012241e-03,        +2.118463878751e-12,        +1.439850580780e-02,        +8.147466107683e-13,        +4.574885012241e-03,        +2.118463878751e-12,        +1.439850580780e-02,        +4.388972787719e-13,        +2.464452820090e-03,        +1.370057340663e-12,        +9.311831452226e-03,        +1.765880222273e-10,        +9.915596892967e-01,        +1.420294846098e-10,        +9.653279338605e-01,        +2.495008935421e-13,        +1.400972870977e-03,        +1.612808092024e-12,        +1.096172887949e-02
 2.42690500e+00,        +1.781341794952e-10,        +1.471732990777e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.150363634853e-13,        +4.575406953314e-03,        +2.119121517747e-12,        +1.439881779526e-02,        +8.150363634853e-13,        +4.575406953314e-03,        +2.119121517747e-12,        +1.439881779526e-02,        +4.390481969906e-13,        +2.464704966979e-03,        +1.370499229842e-12,        +9.312145874497e-03,        +1.766305148822e-10,        +9.915588091105e-01,        +1.420703213231e-10,        +9.653267421019e-01,        +2.495800525918e-13,        +1.401078969230e-03,        +1.613357007041e-12,        +1.096229422831e-02
 2.42691000e+00,        +1.781772139489e-10,        +1.472158060527e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.153262695503e-13,        +4.575928938839e-03,        +2.119779481651e-12,        +1.439912967560e-02,        +8.153262695503e-13,        +4.575928938839e-03,        +2.119779481651e-12,        +1.439912967560e-02,        +4.391991941417e-13,        +2.464957131206e-03,        +1.370941341870e-12,        +9.312460248861e-03,        +1.766730292332e-10,        +9.915579288600e-01,        +1.421111790232e-10,        +9.653255505211e-01,        +2.496592519982e-13,        +1.401185069994e-03,        +1.613906205944e-12,        +1.096285955440e-02
 2.42691500e+00,        +1.782202703864e-10,        +1.472583348613e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.156163290707e-13,        +4.576450968806e-03,        +2.120437770684e-12,        +1.439944144881e-02,        +8.156163290707e-13,        +4.576450968806e-03,        +2.120437770684e-12,        +1.439944144881e-02,        +4.393502702803e-13,        +2.465209312766e-03,        +1.371383676898e-12,        +9.312774575304e-03,        +1.767155652953e-10,        +9.915570485452e-01,        +1.421520577248e-10,        +9.653243591181e-01,        +2.497384917895e-13,        +1.401291173265e-03,        +1.614455688931e-12,        +1.096342485776e-02
 2.42692000e+00,        +1.782633488235e-10,        +1.473008855191e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.159065421580e-13,        +4.576973043212e-03,        +2.121096385071e-12,        +1.439975311484e-02,        +8.159065421580e-13,        +4.576973043212e-03,        +2.121096385071e-12,        +1.439975311484e-02,        +4.395014254632e-13,        +2.465461511656e-03,        +1.371826235084e-12,        +9.313088853808e-03,        +1.767581230839e-10,        +9.915561681661e-01,        +1.421929574427e-10,        +9.653231678930e-01,        +2.498177719942e-13,        +1.401397279042e-03,        +1.615005456204e-12,        +1.096399013837e-02
 2.42692500e+00,        +1.783064492752e-10,        +1.473434580409e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.161969089197e-13,        +4.577495162050e-03,        +2.121755325028e-12,        +1.440006467364e-02,        +8.161969089197e-13,        +4.577495162050e-03,        +2.121755325028e-12,        +1.440006467364e-02,        +4.396526597457e-13,        +2.465713727870e-03,        +1.372269016578e-12,        +9.313403084355e-03,        +1.768007026139e-10,        +9.915552877228e-01,        +1.422338781914e-10,        +9.653219768458e-01,        +2.498970926405e-13,        +1.401503387322e-03,        +1.615555507963e-12,        +1.096455539623e-02
