        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +1.977238811794e-04,        +7.530986792560e-04
 2.00e+00,        -1.093627210972e-06,        -3.643528872726e-06
 3.00e+00,        +3.186700075634e-05,        +9.149168629093e-05
 4.00e+00,        +5.041816813638e-04,        +1.927591121332e-03
 5.00e+00,        -6.931139418459e-06,        -2.202397316394e-05
 6.00e+00,        +2.825829179882e-06,        +8.993203598359e-06
 7.00e+00,        -6.019408677292e-07,        -1.905667963073e-06
 8.00e+00,        +5.908804602367e-07,        +1.676575032598e-06
