        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +2.935514708646e-10,        +2.935215106747e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.067157477794e-12,        +3.635333437952e-03,        +1.330736551223e-12,        +4.533693452874e-03,        +1.067157477794e-12,        +3.635333437952e-03,        +1.330736551223e-12,        +4.533693452874e-03,        +5.712263261791e-13,        +1.945915394315e-03,        +9.421018311925e-13,        +3.209651752702e-03,        +2.915661372901e-10,        +9.932368467832e-01,        +2.900760393157e-10,        +9.882616052531e-01,        +3.469497705138e-13,        +1.181904384577e-03,        +1.172632976586e-12,        +3.995049541311e-03
 2.00e+00,        +2.935514708646e-10,        +2.935406841814e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.742655190678e-13,        +1.956268580009e-03,        +7.564034888404e-12,        +2.576826755548e-02,        +5.742655190678e-13,        +1.956268580009e-03,        +7.564034888404e-12,        +2.576826755548e-02,        +3.941114099153e-13,        +1.342563226662e-03,        +3.700227082100e-12,        +1.260549995793e-02,        +2.924335070702e-10,        +9.961915919172e-01,        +2.798196090946e-10,        +9.532566494999e-01,        +1.495868653847e-13,        +5.095762761608e-04,        +2.456813116225e-12,        +8.369582986687e-03
 3.00e+00,        +2.935514708646e-10,        +2.935389203312e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.474639355137e-12,        +5.023443932314e-03,        +5.728672945199e-12,        +1.951588885976e-02,        +1.474639355137e-12,        +5.023443932314e-03,        +5.728672945199e-12,        +1.951588885976e-02,        +8.009708535599e-13,        +2.728553364767e-03,        +3.335219741531e-12,        +1.136210400232e-02,        +2.908887102549e-10,        +9.909291525544e-01,        +2.811236108688e-10,        +9.577047246463e-01,        +3.871504009604e-13,        +1.318850148562e-03,        +3.351416775714e-12,        +1.141728249164e-02
 4.00e+00,        +2.935514708646e-10,        +2.935324269082e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.121299499193e-12,        +3.819771353524e-03,        +2.790003524224e-12,        +9.504924391527e-03,        +1.121299499193e-12,        +3.819771353524e-03,        +2.790003524224e-12,        +9.504924391527e-03,        +6.048500293610e-13,        +2.060456476609e-03,        +1.914280403874e-12,        +6.521529576944e-03,        +2.915112115226e-10,        +9.930497389914e-01,        +2.863831760733e-10,        +9.756440850156e-01,        +3.141098134192e-13,        +1.070033178489e-03,        +2.444966906829e-12,        +8.329461015882e-03
 5.00e+00,        +2.935514708646e-10,        +2.935371900168e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.956425200933e-14,        +1.688434803728e-04,        +1.221934079529e-13,        +4.162791363708e-04,        +4.956425200933e-14,        +1.688434803728e-04,        +1.221934079529e-13,        +4.162791363708e-04,        +2.785417681333e-14,        +9.488685827838e-05,        +5.881004626251e-14,        +2.003495579526e-04,        +2.934620440716e-10,        +9.996953624770e-01,        +2.933221325632e-10,        +9.992673587508e-01,        +1.200836413918e-14,        +4.090718436469e-05,        +3.405399935344e-14,        +1.160125548367e-04
 6.00e+00,        +2.935514708646e-10,        +2.935235179878e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.122534762596e-13,        +3.823979349481e-04,        +1.765838352671e-13,        +6.016002958728e-04,        +1.122534762596e-13,        +3.823979349481e-04,        +1.765838352671e-13,        +6.016002958728e-04,        +8.776054765719e-14,        +2.989613623761e-04,        +1.301993769150e-13,        +4.435739180546e-04,        +2.932643595843e-10,        +9.990219388803e-01,        +2.930655813063e-10,        +9.984398637469e-01,        +8.709725635536e-14,        +2.967018223375e-04,        +1.511534693729e-13,        +5.149620391889e-04
