        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.102454274700e+00,        +3.375470782274e-16,        +1.633037798000e+15,        +5.630732122657e-17,        +3.859901405281e-13
 2.00e+00,        +1.757316064513e+00,        +7.241345672489e-16,        +1.213390538163e+15,        +8.196991954770e-17,        +5.622443035442e-13
 3.00e+00,        +1.757629532078e+00,        -1.053558573475e-14,        +8.341394471692e+13,        +1.439571114850e-16,        +9.874243472163e-13
 4.00e+00,        +1.888826519073e+00,        -2.255632409663e-15,        +4.186911198344e+14,        +7.936694783079e-17,        +5.444732886689e-13
 5.00e+00,        +1.889281103258e+00,        -4.493228159987e-15,        +2.102364976791e+14,        +1.441742814775e-16,        +9.890652251493e-13
 6.00e+00,        +2.022247844306e+00,        -6.788581328690e-15,        +1.489448049889e+14,        +2.411491149614e-16,        +1.654606625371e-12
 7.00e+00,        +2.197199489956e+00,        -7.984778647524e-15,        +1.375867501748e+14,        +1.679761025109e-15,        +1.152812526628e-11
 8.00e+00,        +2.198210109914e+00,        -5.340388163154e-15,        +2.058099563886e+14,        +2.222885484752e-15,        +1.525558587527e-11
 9.00e+00,        +2.343610878984e+00,        +2.527583796416e-11,        +4.636069597985e+10,        +6.290488438170e-11,        +4.318048206443e-07
 1.00e+01,        +2.345083588103e+00,        -1.027867348935e-11,        +1.140752058392e+11,        +3.956226685345e-11,        +2.715721563660e-07
 1.10e+01,        +2.417027637629e+00,        -6.310284272244e-14,        +1.915149566447e+13,        +3.225052287808e-13,        +2.214053955993e-09
 1.20e+01,        +2.430478847865e+00,        -5.209563890291e-13,        +2.332708552049e+12,        +1.450396161868e-12,        +9.957426200068e-09
 1.30e+01,        +2.433066581236e+00,        +9.179305229056e-13,        +1.325299965805e+12,        +1.033907583832e-12,        +7.098129448456e-09
 1.40e+01,        +2.522533362916e+00,        +8.510510754680e-12,        +1.482010560605e+11,        +2.022251219653e-12,        +1.388540619010e-08
 1.50e+01,        +2.563766863044e+00,        -1.186430810865e-13,        +1.080453592222e+13,        +4.111195716603e-13,        +2.823063347003e-09
 1.60e+01,        +2.565749968849e+00,        +1.555368898210e-13,        +8.248043187061e+12,        +2.034648786268e-13,        +1.397150951693e-09
 1.70e+01,        +2.878840134741e+00,        -1.180824005447e-12,        +1.218996277795e+12,        +9.641554967578e-13,        +6.624246799978e-09
 1.80e+01,        +2.884972271909e+00,        -2.329954831653e-11,        +6.191047639027e+10,        +2.340654101573e-12,        +1.608168475842e-08
 1.90e+01,        +2.895587402779e+00,        +8.861849413116e-12,        +1.633737647637e+11,        +1.047805523075e-11,        +7.199187176699e-08
 2.00e+01,        +2.901313787048e+00,        -8.631317678177e-12,        +1.680689956751e+11,        +5.131511450828e-12,        +3.525759378007e-08
 2.10e+01,        +2.947101256549e+00,        -7.686973160338e-11,        +1.916945197464e+10,        +2.472671894390e-10,        +1.699068345132e-06
 2.20e+01,        +2.953628936672e+00,        -4.701755297672e-11,        +3.140985387026e+10,        +1.761682209165e-10,        +1.210534705608e-06
