        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.649437825342e-10,        +3.649437825737e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.540299506248e-12,        +1.792138904472e-02,        +3.186867531603e-14,        +8.732488903161e-05,        +6.540299506248e-12,        +1.792138904472e-02,        +3.186867531603e-14,        +8.732488903161e-05,        +3.414070920211e-12,        +9.355059830046e-03,        +3.999109581517e-14,        +1.095815238532e-04,        +3.525199310098e-10,        +9.659568072701e-01,        +3.648598898533e-10,        +9.997701215243e-01,        +2.469481097935e-12,        +6.766743855140e-03,        +1.203294933622e-14,        +3.297206285133e-05
 2.00e+00,        +3.649437825342e-10,        +3.649437826734e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.330942952857e-13,        +3.646980758557e-04,        +5.353055282223e-12,        +1.466816407450e-02,        +1.330942952857e-13,        +3.646980758557e-04,        +5.353055282223e-12,        +1.466816407450e-02,        +1.656763258142e-13,        +4.539776638026e-04,        +2.736595088021e-12,        +7.498675735680e-03,        +3.645947581442e-10,        +9.990436214925e-01,        +3.548329398441e-10,        +9.722947935835e-01,        +5.025376897832e-14,        +1.377027678876e-04,        +2.021192459133e-12,        +5.538366606294e-03
 3.00e+00,        +3.649437825342e-10,        +3.649437825221e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.330956694256e-13,        +3.647018412025e-04,        +5.353125490817e-12,        +1.466835646253e-02,        +1.330956694256e-13,        +3.647018412025e-04,        +5.353125490817e-12,        +1.466835646253e-02,        +1.656781175545e-13,        +4.539825734363e-04,        +2.736617965171e-12,        +7.498738425570e-03,        +3.645947543471e-10,        +9.990436110879e-01,        +3.548328543853e-10,        +9.722945598173e-01,        +5.025440019044e-14,        +1.377044975022e-04,        +2.021184680732e-12,        +5.538345294620e-03
 4.00e+00,        +3.649437825342e-10,        +3.649437825022e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.511947448611e-12,        +1.236340407632e-02,        +2.328166963484e-12,        +6.379522203451e-03,        +4.511947448611e-12,        +1.236340407632e-02,        +2.328166963484e-12,        +6.379522203451e-03,        +1.946602971112e-12,        +5.333980367042e-03,        +1.562227912280e-12,        +4.280735793246e-03,        +3.578888233648e-10,        +9.806683672744e-01,        +3.592900367623e-10,        +9.845078995424e-01,        +5.964087497088e-13,        +1.634248282207e-03,        +1.763350864141e-12,        +4.831842460916e-03
 5.00e+00,        +3.649437825342e-10,        +3.649437825149e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.511899002095e-12,        +1.236327132569e-02,        +2.328139774795e-12,        +6.379447702193e-03,        +4.511899002095e-12,        +1.236327132569e-02,        +2.328139774795e-12,        +6.379447702193e-03,        +1.946591045511e-12,        +5.333947689131e-03,        +1.562217413360e-12,        +4.280707024502e-03,        +3.578888665273e-10,        +9.806684855462e-01,        +3.592900747643e-10,        +9.845080036391e-01,        +5.964259592851e-13,        +1.634295438995e-03,        +1.763350562496e-12,        +4.831841634195e-03
 6.00e+00,        +3.649437825342e-10,        +3.649437834153e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.560004915651e-12,        +4.274644452956e-03,        +2.495976898805e-14,        +6.839346256146e-05,        +1.560004915651e-12,        +4.274644452956e-03,        +2.495976898805e-14,        +6.839346256146e-05,        +1.049588052826e-12,        +2.876026673307e-03,        +3.998906784809e-14,        +1.095759666704e-04,        +3.611674927913e-10,        +9.896524069633e-01,        +3.648598951800e-10,        +9.997701338149e-01,        +1.166696774472e-12,        +3.196921910465e-03,        +1.893939842825e-14,        +5.189675585377e-05
 7.00e+00,        +3.649437825342e-10,        +3.649437827544e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.212282903306e-14,        +1.702257498447e-04,        +2.381179502183e-14,        +6.524784404357e-05,        +6.212282903306e-14,        +1.702257498447e-04,        +2.381179502183e-14,        +6.524784404357e-05,        +6.386361685860e-14,        +1.749957662386e-04,        +3.806123601477e-14,        +1.042934222019e-04,        +3.648095851508e-10,        +9.996322792994e-01,        +3.648639262437e-10,        +9.997811813366e-01,        +8.210937491464e-15,        +2.249918448931e-05,        +1.798347970397e-14,        +4.927739710550e-05
 8.00e+00,        +3.649437825342e-10,        +3.649437825343e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.211410658756e-14,        +1.702018490526e-04,        +2.380773570944e-14,        +6.523672096593e-05,        +6.211410658756e-14,        +1.702018490526e-04,        +2.380773570944e-14,        +6.523672096593e-05,        +6.385738139543e-14,        +1.749786801463e-04,        +3.805793780314e-14,        +1.042843846766e-04,        +3.648095982670e-10,        +9.996323152398e-01,        +3.648639329227e-10,        +9.997812002411e-01,        +8.212779195777e-15,        +2.250423103182e-05,        +1.798393810098e-14,        +4.927865321090e-05
 9.00e+00,        +3.649437825342e-10,        +3.649437824279e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.468871081785e-15,        +6.765072320565e-06,        +1.659306141976e-13,        +4.546744517572e-04,        +2.468871081785e-15,        +6.765072320565e-06,        +1.659306141976e-13,        +4.546744517572e-04,        +5.539390003619e-15,        +1.517874880660e-05,        +2.043604439401e-13,        +5.599778754429e-04,        +3.649348420981e-10,        +9.999755018813e-01,        +3.645108495786e-10,        +9.988136998897e-01,        +9.321750356758e-16,        +2.554297621411e-06,        +6.264179120904e-14,        +1.716477830977e-04
 1.00e+01,        +3.649437825342e-10,        +3.649437825470e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.469274294502e-15,        +6.766177183114e-06,        +1.659480800789e-13,        +4.547223107097e-04,        +2.469274294502e-15,        +6.766177183114e-06,        +1.659480800789e-13,        +4.547223107097e-04,        +5.540490540718e-15,        +1.518176444121e-05,        +2.043990605661e-13,        +5.600836905334e-04,        +3.649348403434e-10,        +9.999754970732e-01,        +3.645107678930e-10,        +9.988134757334e-01,        +9.324259505178e-16,        +2.554985165230e-06,        +6.266751327716e-14,        +1.717182653169e-04
