        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.10e+01,        +3.649437825342e-10,        +3.649437825443e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.176236927535e-12,        +8.703359474928e-03,        +4.196699136628e-12,        +1.149957702353e-02,        +3.176236927535e-12,        +8.703359474928e-03,        +4.196699136628e-12,        +1.149957702353e-02,        +1.397948880203e-12,        +3.830586920799e-03,        +2.737103905038e-12,        +7.500069972299e-03,        +3.599158281323e-10,        +9.862226604685e-01,        +3.548312014290e-10,        +9.722900304130e-01,        +4.537685941521e-13,        +1.243393135789e-03,        +3.178778073613e-12,        +8.710322591197e-03
 1.20e+01,        +3.649437825342e-10,        +3.649437825406e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.176941285143e-12,        +8.705289519065e-03,        +4.195987649596e-12,        +1.149762744383e-02,        +3.176941285143e-12,        +8.705289519065e-03,        +4.195987649596e-12,        +1.149762744383e-02,        +1.398247149097e-12,        +3.831404221734e-03,        +2.737057910604e-12,        +7.499943940815e-03,        +3.599146957228e-10,        +9.862195574986e-01,        +3.548313394334e-10,        +9.722904085752e-01,        +4.538983772192e-13,        +1.243748760610e-03,        +3.179397547022e-12,        +8.712020040151e-03
 1.30e+01,        +3.649437825342e-10,        +3.649437825643e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.693680226861e-13,        +4.640934598475e-04,        +6.824633963365e-12,        +1.870050755602e-02,        +1.693680226861e-13,        +4.640934598475e-04,        +6.824633963365e-12,        +1.870050755602e-02,        +1.687910631135e-13,        +4.625125051901e-04,        +2.927620654082e-12,        +8.022114073327e-03,        +3.645831545100e-10,        +9.990118258168e-01,        +3.542517871288e-10,        +9.707023493856e-01,        +2.246893842121e-14,        +6.156821816551e-05,        +9.397408180245e-13,        +2.575028985071e-03
 1.40e+01,        +3.649437825342e-10,        +3.649437903916e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.461336359609e-11,        +4.004277999919e-02,        +3.804563769447e-13,        +1.042506783131e-03,        +1.461336359609e-11,        +4.004277999919e-02,        +3.804563769447e-13,        +1.042506783131e-03,        +7.189744058784e-12,        +1.970096327949e-02,        +4.668126122149e-13,        +1.279135649120e-03,        +3.376228721429e-10,        +9.251366602232e-01,        +3.639528664125e-10,        +9.972847216333e-01,        +5.517802736420e-12,        +1.511959649813e-02,        +1.436549899419e-13,        +3.936359344209e-04
 1.50e+01,        +3.649437825342e-10,        +3.649437824367e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.458802340578e-16,        +2.317837087630e-06,        +2.386482142840e-16,        +6.539314430583e-07,        +8.458802340578e-16,        +2.317837087630e-06,        +2.386482142840e-16,        +6.539314430583e-07,        +1.566943860838e-15,        +4.293658190192e-06,        +6.870928680916e-16,        +1.882736194336e-06,        +3.649412579253e-10,        +9.999930821977e-01,        +3.649426770834e-10,        +9.999969711683e-01,        +1.117848540023e-16,        +3.063070515302e-07,        +1.796122183885e-16,        +4.921640730230e-07
 1.60e+01,        +3.649437825342e-10,        +3.649437824335e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.455761136262e-16,        +2.317003752617e-06,        +2.387254239666e-16,        +6.541430090266e-07,        +8.455761136262e-16,        +2.317003752617e-06,        +2.387254239666e-16,        +6.541430090266e-07,        +1.566125907994e-15,        +4.291416878288e-06,        +6.872310576774e-16,        +1.883114854280e-06,        +3.649412587854e-10,        +9.999930845544e-01,        +3.649426767924e-10,        +9.999969703798e-01,        +1.120468376440e-16,        +3.070249254994e-07,        +1.796845749767e-16,        +4.923623407928e-07
 1.70e+01,        +3.649437825342e-10,        +3.649437825033e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.981308853571e-14,        +1.912981995499e-04,        +1.299649384682e-13,        +3.561231748537e-04,        +6.981308853571e-14,        +1.912981995499e-04,        +1.299649384682e-13,        +3.561231748537e-04,        +7.303179968870e-14,        +2.001179446915e-04,        +2.043708526926e-13,        +5.600063968504e-04,        +3.647909124374e-10,        +9.995811132997e-01,        +3.645108277105e-10,        +9.988136397618e-01,        +1.002520862327e-14,        +2.747055602279e-05,        +9.861900159451e-14,        +2.702306665373e-04
 1.80e+01,        +3.649437825342e-10,        +3.649437824841e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.982788776287e-14,        +1.913387516235e-04,        +1.299602610096e-13,        +3.561103579434e-04,        +6.982788776287e-14,        +1.913387516235e-04,        +1.299602610096e-13,        +3.561103579434e-04,        +7.304916642572e-14,        +2.001655321224e-04,        +2.043859342365e-13,        +5.600477225431e-04,        +3.647908757161e-10,        +9.995810126779e-01,        +3.645107956639e-10,        +9.988135520016e-01,        +1.002976397190e-14,        +2.748303835250e-05,        +9.864062502040e-14,        +2.702899179402e-04
 1.90e+01,        +3.649437825342e-10,        +3.649437826462e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.383185284565e-17,        +1.201057668150e-07,        +3.769802132221e-15,        +1.032981601957e-05,        +4.383185284565e-17,        +1.201057668150e-07,        +3.769802132221e-15,        +1.032981601957e-05,        +1.570743025067e-16,        +4.304068462708e-07,        +8.396027176746e-15,        +2.300635762546e-05,        +3.649435651817e-10,        +9.999994044219e-01,        +3.649301932831e-10,        +9.999627631329e-01,        +1.644635750718e-17,        +4.506545472012e-08,        +1.423533814547e-15,        +3.900693427971e-06
 2.00e+01,        +3.649437825342e-10,        +3.649437823314e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.455413034126e-17,        +1.220849140979e-07,        +3.768013690302e-15,        +1.032491543281e-05,        +4.455413034126e-17,        +1.220849140979e-07,        +3.768013690302e-15,        +1.032491543281e-05,        +1.572983504083e-16,        +4.310207706953e-07,        +8.391954424116e-15,        +2.299519770006e-05,        +3.649435641671e-10,        +9.999994016416e-01,        +3.649301992118e-10,        +9.999627802412e-01,        +1.651468176569e-17,        +4.525267330495e-08,        +1.423151427462e-15,        +3.899645634105e-06
 2.10e+01,        +3.649437825342e-10,        +3.649437825079e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +9.560723418724e-17,        +2.619779778774e-07,        +2.305565691008e-17,        +6.317591370277e-08,        +9.560723418724e-17,        +2.619779778774e-07,        +2.305565691008e-17,        +6.317591370277e-08,        +6.831926557939e-17,        +1.872049034648e-07,        +2.536992424322e-17,        +6.951734886090e-08,        +3.649436061110e-10,        +9.999995165743e-01,        +3.649437180637e-10,        +9.999998234135e-01,        +1.249668755720e-17,        +3.424277424434e-08,        +1.601858025566e-17,        +4.389328171473e-08
 2.20e+01,        +3.649437825342e-10,        +3.649437825099e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.508679518376e-16,        +6.874153331112e-07,        +6.065196565939e-17,        +1.661953664267e-07,        +2.508679518376e-16,        +6.874153331112e-07,        +6.065196565939e-17,        +1.661953664267e-07,        +1.316826045960e-16,        +3.608298343420e-07,        +5.106506551092e-17,        +1.399258405218e-07,        +3.649433665473e-10,        +9.999988601341e-01,        +3.649436294270e-10,        +9.999995805300e-01,        +3.343640799965e-17,        +9.162070872250e-08,        +4.136593659909e-17,        +1.133487911880e-07
 2.30e+01,        +3.649437825342e-10,        +3.649437827350e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.943642536622e-12,        +2.450690480193e-02,        +2.151215463127e-12,        +5.894648888124e-03,        +8.943642536622e-12,        +2.450690480193e-02,        +2.151215463127e-12,        +5.894648888124e-03,        +3.637015206793e-12,        +9.965960185804e-03,        +1.470122437365e-12,        +4.028353151675e-03,        +3.511808696746e-10,        +9.622875809419e-01,        +3.598746768205e-10,        +9.861098992385e-01,        +1.182255116178e-12,        +3.239554070405e-03,        +1.447768013974e-12,        +3.967098721682e-03
 2.40e+01,        +3.649437825342e-10,        +3.649437825368e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.944930927954e-12,        +2.451043518495e-02,        +2.151335499497e-12,        +5.894977808752e-03,        +8.944930927954e-12,        +2.451043518495e-02,        +2.151335499497e-12,        +5.894977808752e-03,        +3.637474763346e-12,        +9.967219438806e-03,        +1.470322130563e-12,        +4.028900342795e-03,        +3.511790875385e-10,        +9.622826976251e-01,        +3.598740026854e-10,        +9.861080525440e-01,        +1.182289304395e-12,        +3.239647751181e-03,        +1.448122221318e-12,        +3.968069304407e-03
 2.50e+01,        +3.649437825342e-10,        +3.649437830463e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.064399447763e-12,        +2.209764855223e-02,        +2.979020328821e-13,        +8.162956781875e-04,        +8.064399447763e-12,        +2.209764855223e-02,        +2.979020328821e-13,        +8.162956781875e-04,        +5.119960442986e-12,        +1.402944970711e-02,        +4.666935014078e-13,        +1.278809293618e-03,        +3.457287476459e-10,        +9.473479593078e-01,        +3.639531142702e-10,        +9.972854208725e-01,        +6.030674997592e-12,        +1.652494243282e-02,        +2.260732418752e-13,        +6.194741556851e-04
 2.60e+01,        +3.649437825342e-10,        +3.649437825733e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.739241363400e-13,        +2.120666725614e-03,        +9.109963263607e-12,        +2.496264821768e-02,        +7.739241363400e-13,        +2.120666725614e-03,        +9.109963263607e-12,        +2.496264821768e-02,        +9.332724975675e-13,        +2.557304829491e-03,        +4.286656448421e-12,        +1.174607337655e-02,        +3.629443894015e-10,        +9.945213667737e-01,        +3.481082864100e-10,        +9.538682477487e-01,        +2.921964988287e-13,        +8.006616712295e-04,        +3.438876451291e-12,        +9.423030657059e-03
 2.70e+01,        +3.649437825342e-10,        +3.649437823625e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.740462493438e-13,        +2.121001333325e-03,        +9.110864175956e-12,        +2.496511686533e-02,        +7.740462493438e-13,        +2.121001333325e-03,        +9.110864175956e-12,        +2.496511686533e-02,        +9.334153375514e-13,        +2.557696232197e-03,        +4.287076640015e-12,        +1.174722477052e-02,        +3.629440804986e-10,        +9.945205203340e-01,        +3.481065591832e-10,        +9.538635154426e-01,        +2.922404487442e-13,        +8.007821005055e-04,        +3.439282363306e-12,        +9.424142921525e-03
