        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +8.457498439954e-04,        +7.382383087568e-03
 2.00e+00,        +3.546571882824e-04,        -4.324706551325e-03
 3.00e+00,        -3.028544564354e-04,        -1.160085444999e-03
 4.00e+00,        -4.666232158154e-04,        +9.792944467035e-04
 5.00e+00,        +1.187658772896e-05,        +1.555511519250e-04
 6.00e+00,        -1.793974074170e-04,        -1.948007851489e-04
 7.00e+00,        -8.267991869722e-05,        -3.252760835837e-03
 8.00e+00,        +3.811556790965e-03,        -8.008983389885e-03
