        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +4.228749219977e-02,        +3.691191543784e-01
 2.00e+00,        +1.773285941412e-02,        -2.162353275662e-01
 3.00e+00,        -1.514272282177e-02,        -5.800427224993e-02
 4.00e+00,        -2.333116079077e-02,        +4.896472233518e-02
 5.00e+00,        +5.938293864480e-04,        +7.777557596248e-03
 6.00e+00,        -8.969870370852e-03,        -9.740039257446e-03
 7.00e+00,        -4.133995934861e-03,        -1.626380417919e-01
 8.00e+00,        +1.905778395483e-01,        -4.004491694942e-01
