        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.459059667205e-10,        +3.458814619763e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.198905824903e-12,        +1.792078316449e-02,        +3.020303856133e-14,        +8.732193506051e-05,        +6.198905824903e-12,        +1.792078316449e-02,        +3.020303856133e-14,        +8.732193506051e-05,        +3.235868164354e-12,        +9.354762495233e-03,        +3.790100123995e-14,        +1.095780069374e-04,        +3.341306013568e-10,        +9.659579004222e-01,        +3.458019538318e-10,        +9.997701289221e-01,        +2.340591374384e-12,        +6.766553918035e-03,        +1.140410468533e-14,        +3.297113589196e-05
 2.00e+00,        +3.459059667205e-10,        +3.458865468264e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261427413340e-13,        +3.646735051435e-04,        +5.073394056807e-12,        +1.466779816491e-02,        +1.261427413340e-13,        +3.646735051435e-04,        +5.073394056807e-12,        +1.466779816491e-02,        +1.570236800313e-13,        +4.539490356874e-04,        +2.593668006599e-12,        +7.498609097107e-03,        +3.455751705895e-10,        +9.990436819170e-01,        +3.363037806329e-10,        +9.722950595176e-01,        +4.762970962593e-14,        +1.376955421657e-04,        +1.915704130070e-12,        +5.538533220349e-03
 3.00e+00,        +3.459059667205e-10,        +3.458865487038e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261462043928e-13,        +3.646835167049e-04,        +5.073609686342e-12,        +1.466842149646e-02,        +1.261462043928e-13,        +3.646835167049e-04,        +5.073609686342e-12,        +1.466842149646e-02,        +1.570282017907e-13,        +4.539621079090e-04,        +2.593733415698e-12,        +7.498798162049e-03,        +3.455751610621e-10,        +9.990436543737e-01,        +3.363035397767e-10,        +9.722943578955e-01,        +4.763125219040e-14,        +1.377000016565e-04,        +1.915665825114e-12,        +5.538422446010e-03
 4.00e+00,        +3.459059667205e-10,        +3.458844574521e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276246840262e-12,        +1.236245468907e-02,        +2.206423548674e-12,        +6.379076888644e-03,        +4.276246840262e-12,        +1.236245468907e-02,        +2.206423548674e-12,        +6.379076888644e-03,        +1.844928043770e-12,        +5.333611505062e-03,        +1.480508090064e-12,        +4.280354488808e-03,        +3.392195048980e-10,        +9.806697123906e-01,        +3.405264608762e-10,        +9.845092878258e-01,        +5.652869384982e-13,        +1.634221415310e-03,        +1.671064937165e-12,        +4.831280796700e-03
 5.00e+00,        +3.459059667205e-10,        +3.458844572260e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276287328505e-12,        +1.236257173893e-02,        +2.206406403390e-12,        +6.379027323419e-03,        +4.276287328505e-12,        +1.236257173893e-02,        +2.206406403390e-12,        +6.379027323419e-03,        +1.844949665228e-12,        +5.333674011812e-03,        +1.480527469090e-12,        +4.280410519061e-03,        +3.392194263631e-10,        +9.806694853495e-01,        +3.405263903571e-10,        +9.845090845889e-01,        +5.653033636571e-13,        +1.634268899773e-03,        +1.671132996407e-12,        +4.831477568577e-03
 6.00e+00,        +3.459059667205e-10,        +3.458780576756e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.478472070820e-12,        +4.274202277681e-03,        +2.365323279319e-14,        +6.838604608846e-05,        +1.478472070820e-12,        +4.274202277681e-03,        +2.365323279319e-14,        +6.838604608846e-05,        +9.947157648561e-13,        +2.875682585897e-03,        +3.789514916870e-14,        +1.095621659939e-04,        +3.423271041284e-10,        +9.896536546448e-01,        +3.457985620218e-10,        +9.997701627727e-01,        +1.105674756448e-12,        +3.196460491649e-03,        +1.794727181174e-14,        +5.188901525687e-05
 7.00e+00,        +3.459059667205e-10,        +3.458855780777e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.887877160663e-14,        +1.702161201926e-04,        +2.256431473637e-14,        +6.523635608565e-05,        +5.887877160663e-14,        +1.702161201926e-04,        +2.256431473637e-14,        +6.523635608565e-05,        +6.052835858154e-14,        +1.749850086583e-04,        +3.606696347158e-14,        +1.042742622344e-04,        +3.457787778089e-10,        +9.996323020594e-01,        +3.458099057941e-10,        +9.997812216282e-01,        +7.781781402182e-15,        +2.249681170857e-05,        +1.704100540972e-14,        +4.926775352829e-05
 8.00e+00,        +3.459059667205e-10,        +3.458855785575e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.886401031854e-14,        +1.701734459126e-04,        +2.256312764372e-14,        +6.523292395657e-05,        +5.886401031854e-14,        +1.701734459126e-04,        +2.256312764372e-14,        +6.523292395657e-05,        +6.051572988455e-14,        +1.749484996119e-04,        +3.606663246856e-14,        +1.042733051172e-04,        +3.457788043284e-10,        +9.996323787264e-01,        +3.458099069088e-10,        +9.997812234639e-01,        +7.782651837304e-15,        +2.249932810090e-05,        +1.704188863695e-14,        +4.927030698424e-05
 9.00e+00,        +3.459059667205e-10,        +3.458891821811e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340012110728e-15,        +6.764879290500e-06,        +1.572583202646e-13,        +4.546494321474e-04,        +2.340012110728e-15,        +6.764879290500e-06,        +1.572583202646e-13,        +4.546494321474e-04,        +5.250212973940e-15,        +1.517815094003e-05,        +1.936917754899e-13,        +5.599821719447e-04,        +3.458974929761e-10,        +9.999755027515e-01,        +3.454788507846e-10,        +9.988136911541e-01,        +8.835193379431e-16,        +2.554218264344e-06,        +5.938130075470e-14,        +1.716772417693e-04
 1.00e+01,        +3.459059667205e-10,        +3.458891831945e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340258829617e-15,        +6.765592544717e-06,        +1.572776463728e-13,        +4.547053045146e-04,        +2.340258829617e-15,        +6.765592544717e-06,        +1.572776463728e-13,        +4.547053045146e-04,        +5.250763715402e-15,        +1.517974311107e-05,        +1.937103817944e-13,        +5.600359629792e-04,        +3.458974921022e-10,        +9.999755002253e-01,        +3.454788124164e-10,        +9.988135773015e-01,        +8.835957217163e-16,        +2.554439086708e-06,        +5.938274993204e-14,        +1.716814309820e-04
 1.10e+01,        +3.459059667205e-10,        +3.458805905557e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.012322638341e-12,        +8.708501523984e-03,        +3.975907657511e-12,        +1.149502968965e-02,        +3.012322638341e-12,        +8.708501523984e-03,        +3.975907657511e-12,        +1.149502968965e-02,        +1.325780465047e-12,        +3.832777091464e-03,        +2.593985430359e-12,        +7.499655954073e-03,        +3.411374153253e-10,        +9.862143129810e-01,        +3.362967221213e-10,        +9.722913956550e-01,        +4.304482918272e-13,        +1.244408403556e-03,        +3.013975346465e-12,        +8.713918701316e-03
 1.20e+01,        +3.459059667205e-10,        +3.458805881520e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.013095380370e-12,        +8.710735489582e-03,        +3.975650458832e-12,        +1.149428616411e-02,        +3.013095380370e-12,        +8.710735489582e-03,        +3.975650458832e-12,        +1.149428616411e-02,        +1.326099269466e-12,        +3.833698741997e-03,        +2.594140850608e-12,        +7.500105352742e-03,        +3.411362250328e-10,        +9.862108718942e-01,        +3.362961167688e-10,        +9.722896522338e-01,        +4.305470378495e-13,        +1.244693874267e-03,        +3.014680073837e-12,        +8.715956249363e-03
 1.30e+01,        +3.459059667205e-10,        +3.458934509600e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.571036646555e-13,        +4.541802679642e-04,        +6.471690194225e-12,        +1.871006859558e-02,        +1.571036646555e-13,        +4.541802679642e-04,        +6.471690194225e-12,        +1.871006859558e-02,        +1.585828075532e-13,        +4.584564095748e-04,        +2.775141404442e-12,        +8.023110575640e-03,        +3.455694741220e-10,        +9.990272136624e-01,        +3.357584506082e-10,        +9.706990683873e-01,        +2.080612630747e-14,        +6.014966004990e-05,        +8.881687531879e-13,        +2.567752441461e-03
 1.40e+01,        +3.459059667205e-10,        +3.458897730516e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.385026112181e-11,        +4.004053833798e-02,        +3.605695951793e-13,        +1.042440752146e-03,        +1.385026112181e-11,        +4.004053833798e-02,        +3.605695951793e-13,        +1.042440752146e-03,        +6.814390978764e-12,        +1.970012556699e-02,        +4.424174197103e-13,        +1.279070542639e-03,        +3.200114321991e-10,        +9.251399599525e-01,        +3.449506343026e-10,        +9.972848611838e-01,        +5.229882420807e-12,        +1.511937614257e-02,        +1.361517340573e-13,        +3.936275214387e-04
