        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.106450706290e+00,        +3.919162164271e-05,        +1.411590871477e+04,        +3.583672522280e-13,        +4.545670415057e-09
 2.00e+00,        +1.762980380266e+00,        +4.949026958395e-05,        +1.781138389204e+04,        +6.353099606050e-13,        +8.061214147504e-09
 3.00e+00,        +1.762983365240e+00,        +4.948403247368e-05,        +1.781365905125e+04,        +7.401760546494e-14,        +9.391821417127e-10
 4.00e+00,        +1.893278215087e+00,        +5.886820250264e-05,        +1.608065250436e+04,        +4.889431668956e-13,        +6.204544132985e-09
 5.00e+00,        +1.893278952505e+00,        +5.886495155284e-05,        +1.608154685832e+04,        +1.968253971482e-13,        +2.497656059817e-09
 6.00e+00,        +2.022645379904e+00,        +8.159749761265e-05,        +1.239404050815e+04,        +1.440238367446e-14,        +1.827784114344e-10
 7.00e+00,        +2.200444340687e+00,        +6.485098688407e-05,        +1.696538824904e+04,        +1.118284798353e-13,        +1.419386857701e-09
 8.00e+00,        +2.200445611006e+00,        +6.484851009118e-05,        +1.696604601145e+04,        +5.677132443557e-13,        +7.205720045256e-09
 9.00e+00,        +2.362990870821e+00,        +5.731657330936e-05,        +2.061350439394e+04,        +7.101274748299e-13,        +9.014503313588e-09
 1.00e+01,        +2.363003797852e+00,        +5.732705370557e-05,        +2.060984862996e+04,        +2.135819388679e-14,        +2.711252816920e-10
 1.10e+01,        +2.444353674232e+00,        +8.966169918603e-05,        +1.363098010671e+04,        +1.189998806055e-13,        +1.510713581512e-09
 1.20e+01,        +2.444368148038e+00,        +8.967553696659e-05,        +1.362895741898e+04,        +7.378014893533e-13,        +9.366452627836e-09
 1.30e+01,        +2.444475944735e+00,        +4.422351025585e-05,        +2.763774213075e+04,        +3.516385280096e-13,        +4.464081423005e-09
 1.40e+01,        +2.540009320170e+00,        +5.944109145885e-05,        +2.136576952514e+04,        +4.017778434136e-13,        +5.101035016000e-09
