        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +2.733020113397e-04,        +9.565714237250e-04
 2.00e+00,        -3.336695938036e-07,        -9.855744457514e-07
 3.00e+00,        +1.001591342247e-05,        +2.355777820184e-05
 4.00e+00,        +7.044997070088e-04,        +2.524665021504e-03
 5.00e+00,        -8.774672563021e-06,        -2.486743678226e-05
 6.00e+00,        -6.118308349717e-06,        -1.747260549108e-05
 7.00e+00,        +3.167077498860e-07,        +8.170531918288e-07
 8.00e+00,        +1.390682403640e-06,        +3.501980809837e-06
