        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +1.366510056699e-02,        +4.782857118625e-02
 2.00e+00,        -1.668347969018e-05,        -4.927872228757e-05
 3.00e+00,        +5.007956711235e-04,        +1.177888910092e-03
 4.00e+00,        +3.522498535044e-02,        +1.262332510752e-01
 5.00e+00,        -4.387336281511e-04,        -1.243371839113e-03
 6.00e+00,        -3.059154174859e-04,        -8.736302745540e-04
 7.00e+00,        +1.583538749430e-05,        +4.085265959144e-05
 8.00e+00,        +6.953412018202e-05,        +1.750990404918e-04
