        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +2.039388533241e+05,        +1.196031528425e-05
 2.00e+00,        +1.985678388260e+11,        -1.308380616277e-11
 3.00e+00,        +3.289980975435e+08,        +7.918827081613e-09
 4.00e+00,        +3.139029465909e+04,        +8.302363971289e-05
 5.00e+00,        +3.214685359916e+08,        -8.403377899713e-09
 6.00e+00,        +6.522971204028e+08,        -4.141671166407e-09
 7.00e+00,        +3.016435011221e+11,        +9.279449551381e-12
 8.00e+00,        +1.678922441477e+10,        +1.715742569164e-10
