        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +5.199216340841e-04,        -4.900473127158e-03
 2.00e+00,        -4.493580973374e-05,        +2.220026808940e-04
 3.00e+00,        -8.051791866301e-04,        -7.623047287889e-03
 4.00e+00,        -3.125482497224e-04,        -6.458328511307e-03
 5.00e+00,        -1.256036598081e-02,        +1.356142331311e-02
 6.00e+00,        -8.688970470980e-07,        +1.534229069082e-05
 7.00e+00,        -4.314946877368e-08,        +8.975203520489e-07
 8.00e+00,        +8.738289251373e-07,        -1.941102655891e-05
