        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +2.599608170421e-02,        -2.450236563579e-01
 2.00e+00,        -2.246790486687e-03,        +1.110013404470e-02
 3.00e+00,        -4.025895933150e-02,        -3.811523643945e-01
 4.00e+00,        -1.562741248612e-02,        -3.229164255654e-01
 5.00e+00,        -6.280182990407e-01,        +6.780711656556e-01
 6.00e+00,        -4.344485235490e-05,        +7.671145345409e-04
 7.00e+00,        -2.157473438684e-06,        +4.487601760244e-05
 8.00e+00,        +4.369144625686e-05,        -9.705513279457e-04
