        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.439086363783e+00,        +5.078595055953e-05,        +2.401339679025e+04,        +1.359493737492e-14,        +3.386262511506e-08
 2.00e+00,        +2.597988565146e+00,        +8.043565590356e-05,        +1.614948331811e+04,        +1.474247436316e-14,        +3.672101011808e-08
 3.00e+00,        +2.605656504833e+00,        +2.342504070325e-04,        +5.561690475527e+03,        +2.114665153807e-14,        +5.267273723500e-08
 4.00e+00,        +2.701427875128e+00,        +6.363498903158e-05,        +2.122596323964e+04,        +1.897433183452e-14,        +4.726191233280e-08
 5.00e+00,        +2.701572044344e+00,        +6.357008518720e-05,        +2.124876848235e+04,        +1.375662964175e-14,        +3.426548196700e-08
 6.00e+00,        +2.739556338317e+00,        +7.359173725337e-05,        +1.861320605786e+04,        +1.872363291783e-14,        +4.663748560752e-08
 7.00e+00,        +2.739692386955e+00,        +7.351474712703e-05,        +1.863362451079e+04,        +2.238938635155e-14,        +5.576827371783e-08
 8.00e+00,        +2.799072638389e+00,        +9.621813813254e-05,        +1.454545210690e+04,        +2.442581086049e-14,        +6.084071851183e-08
