        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +9.332459037431e+04,        +2.613551641642e-05
 2.00e+00,        +9.028360492819e+09,        +2.877586209824e-10
 3.00e+00,        +1.335407796237e+04,        +1.951206599344e-04
 4.00e+00,        +1.383739449279e+08,        -1.952266285778e-08
 5.00e+00,        +3.354033642692e+08,        -8.054695725042e-09
 6.00e+00,        +9.323537637049e+11,        -2.938322817973e-12
 7.00e+00,        +1.219185096067e+12,        +2.247150490760e-12
 8.00e+00,        +3.154686035830e+09,        +8.872745517614e-10
