        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.40000000e+00,        -9.586049405511e-01,        +1.054717106852e+00,        -4.358913916068e-01,        +2.890300972042e-01,        -5.074467014748e-03,        -3.829459731666e-03,        -1.289880074380e+00,        +7.089000468791e-01,        -2.107088068151e+00,        +2.482215215595e+00,        -1.195166056835e-02,        -2.009524752856e-03,        -1.511194495666e+00,        +9.163399838139e-01,        -5.450166978671e+00,        +5.813291317900e+00,        -2.532131899708e-02,        +2.045919340245e-03,        -1.160591195099e-01,        +9.668817781680e-02,        -1.722489309629e+01,        +1.625684140914e+01,        -4.352210968062e-02,        +3.320456020663e-02
 2.40002500e+00,        -9.588140439103e-01,        +1.055032310494e+00,        -4.366952080496e-01,        +2.897431685120e-01,        -5.079173852592e-03,        -3.827427747663e-03,        -1.290145006886e+00,        +7.090965597451e-01,        -2.109099270302e+00,        +2.484363022410e+00,        -1.195833594840e-02,        -2.006470694156e-03,        -1.511418628852e+00,        +9.165243632637e-01,        -5.454519423634e+00,        +5.817841855029e+00,        -2.533172728275e-02,        +2.051042453730e-03,        -1.151996455698e-01,        +9.592634282495e-02,        -1.723781556641e+01,        +1.626968153172e+01,        -4.357381905537e-02,        +3.325271808074e-02
 2.40005000e+00,        -9.590228931681e-01,        +1.055347234480e+00,        -4.375007522519e-01,        +2.904581561436e-01,        -5.083871956913e-03,        -3.825399049697e-03,        -1.290409672235e+00,        +7.092929328294e-01,        -2.111113821393e+00,        +2.486514377234e+00,        -1.196500149103e-02,        -2.003420105579e-03,        -1.511642512357e+00,        +9.167086022736e-01,        -5.458878198252e+00,        +5.822399043600e+00,        -2.534212500369e-02,        +2.056162552311e-03,        -1.143400107016e-01,        +9.516434054394e-02,        -1.725075489315e+01,        +1.628253917697e+01,        -4.362557919026e-02,        +3.330093142849e-02
 2.40007500e+00,        -9.592314888406e-01,        +1.055661879295e+00,        -4.383080261046e-01,        +2.911750624333e-01,        -5.088561357318e-03,        -3.823373622366e-03,        -1.290674070920e+00,        +7.094891663609e-01,        -2.113131726329e+00,        +2.488669286095e+00,        -1.197165722834e-02,        -2.000372970997e-03,        -1.511866146643e+00,        +9.168927010790e-01,        -5.463243313032e+00,        +5.826962895897e+00,        -2.535251219607e-02,        +2.061279653757e-03,        -1.134802149212e-01,        +9.440217094987e-02,        -1.726371110743e+01,        +1.629541437889e+01,        -4.367739019562e-02,        +3.334920036552e-02
 2.40010000e+00,        -9.594398314435e-01,        +1.055976245425e+00,        -4.391170315064e-01,        +2.918938897248e-01,        -5.093242083399e-03,        -3.821351450337e-03,        -1.290938203435e+00,        +7.096852605683e-01,        -2.115152990032e+00,        +2.490827755039e+00,        -1.197830319240e-02,        -1.997329274346e-03,        -1.512089532173e+00,        +9.170766599151e-01,        -5.467614778512e+00,        +5.831533424237e+00,        -2.536288889601e-02,        +2.066393775783e-03,        -1.126202582448e-01,        +9.363983401882e-02,        -1.727668424031e+01,        +1.630830717156e+01,        -4.372925218203e-02,        +3.339752500775e-02
 2.40012500e+00,        -9.596479214901e-01,        +1.056290333355e+00,        -4.399277703651e-01,        +2.926146403709e-01,        -5.097914164644e-03,        -3.819332518250e-03,        -1.291202070271e+00,        +7.098812156797e-01,        -2.117177617437e+00,        +2.492989790128e+00,        -1.198493941517e-02,        -1.994288999537e-03,        -1.512312669406e+00,        +9.172604790165e-01,        -5.471992605260e+00,        +5.836110640971e+00,        -2.537325513953e-02,        +2.071504936125e-03,        -1.117601406881e-01,        +9.287732972681e-02,        -1.728967432288e+01,        +1.632121758919e+01,        -4.378116526034e-02,        +3.344590547139e-02
 2.40015000e+00,        -9.598557594929e-01,        +1.056604143566e+00,        -4.407402445967e-01,        +2.933373167346e-01,        -5.102577630481e-03,        -3.817316810795e-03,        -1.291465671916e+00,        +7.100770319228e-01,        -2.119205613497e+00,        +2.495155397446e+00,        -1.199156592858e-02,        -1.991252130531e-03,        -1.512535558800e+00,        +9.174441586175e-01,        -5.476376803876e+00,        +5.840694558485e+00,        -2.538361096260e-02,        +2.076613152483e-03,        -1.108998622667e-01,        +9.211465804974e-02,        -1.730268138633e+01,        +1.633414566603e+01,        -4.383312954164e-02,        +3.349434187297e-02
 2.40017500e+00,        -9.600633459628e-01,        +1.056917676543e+00,        -4.415544561254e-01,        +2.940619211871e-01,        -5.107232510271e-03,        -3.815304312625e-03,        -1.291729008861e+00,        +7.102727095249e-01,        -2.121236983181e+00,        +2.497324583091e+00,        -1.199818276443e-02,        -1.988218651252e-03,        -1.512758200814e+00,        +9.176276989519e-01,        -5.480767384985e+00,        +5.845285189200e+00,        -2.539395640110e-02,        +2.081718442588e-03,        -1.100394229960e-01,        +9.135181896356e-02,        -1.731570546194e+01,        +1.634709143646e+01,        -4.388514513726e-02,        +3.354283432930e-02
 2.40020000e+00,        -9.602706814095e-01,        +1.057230932765e+00,        -4.423704068843e-01,        +2.947884561101e-01,        -5.111878833315e-03,        -3.813295008447e-03,        -1.291992081591e+00,        +7.104682487130e-01,        -2.123271731474e+00,        +2.499497353181e+00,        -1.200478995451e-02,        -1.985188545677e-03,        -1.512980595905e+00,        +9.178111002532e-01,        -5.485164359248e+00,        +5.849882545571e+00,        -2.540429149085e-02,        +2.086820824127e-03,        -1.091788228915e-01,        +9.058881244403e-02,        -1.732874658105e+01,        +1.636005493494e+01,        -4.393721215881e-02,        +3.359138295750e-02
 2.40022500e+00,        -9.604777663413e-01,        +1.057543912713e+00,        -4.431880988145e-01,        +2.955169238945e-01,        -5.116516628835e-03,        -3.811288882993e-03,        -1.292254890595e+00,        +7.106636497135e-01,        -2.125309863374e+00,        +2.501673713853e+00,        -1.201138753051e-02,        -1.982161797809e-03,        -1.513202744527e+00,        +9.179943627543e-01,        -5.489567737352e+00,        +5.854486640085e+00,        -2.541461626760e-02,        +2.091920314771e-03,        -1.083180619682e-01,        +8.982563846686e-02,        -1.734180477511e+01,        +1.637303619601e+01,        -4.398933071814e-02,        +3.363998787499e-02
