        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.40000000e+00,        -1.426402456903e-12,        +2.118226920267e-10,        +2.234047887048e-11,        +1.876739288956e-10,        -1.080319712798e-07,        -1.095598173114e-07,        -3.285301244584e-11,        +1.640049457682e-10,        +2.044794847947e-11,        +1.860293349551e-10,        -1.075348891773e-07,        -1.097448650022e-07,        -7.236280814945e-11,        +8.856262211655e-11,        +1.313507877519e-11,        +1.751848020645e-10,        -1.042617623849e-07,        -1.101794015049e-07,        -1.995307217018e-10,        -2.045782969203e-10,        +1.702523535249e-10,        +2.236550570452e-10,        -4.524073820662e-08,        -4.950706558095e-08
 2.40002500e+00,        -1.411450772925e-12,        +2.118939823499e-10,        +2.236935074932e-11,        +1.877489070511e-10,        -1.081087912888e-07,        -1.096325783556e-07,        -3.286137899522e-11,        +1.640441465959e-10,        +2.047442363537e-11,        +1.861025684092e-10,        -1.076109110081e-07,        -1.098175246293e-07,        -7.240034704914e-11,        +8.855631972409e-11,        +1.315670591148e-11,        +1.752540558314e-10,        -1.043346199764e-07,        -1.102518977809e-07,        -1.994545971586e-10,        -2.044949225005e-10,        +1.703481017345e-10,        +2.237683786901e-10,        -4.526202070615e-08,        -4.952826627610e-08
 2.40005000e+00,        -1.396526792493e-12,        +2.119651914526e-10,        +2.239822471996e-11,        +1.878238544162e-10,        -1.081857126878e-07,        -1.097054309866e-07,        -3.286980614531e-11,        +1.640832251510e-10,        +2.050090167362e-11,        +1.861757742659e-10,        -1.076870330898e-07,        -1.098902759648e-07,        -7.243798019307e-11,        +8.854984733870e-11,        +1.317833962974e-11,        +1.753232905875e-10,        -1.044075735720e-07,        -1.103244860000e-07,        -1.993782880659e-10,        -2.044114002323e-10,        +1.704440141395e-10,        +2.238818613420e-10,        -4.528332975872e-08,        -4.954949241330e-08
 2.40007500e+00,        -1.381630579631e-12,        +2.120363193283e-10,        +2.242710078097e-11,        +1.878987710385e-10,        -1.082627356765e-07,        -1.097783753764e-07,        -3.287829402214e-11,        +1.641221813492e-10,        +2.052738258411e-11,        +1.862489525622e-10,        -1.077632556200e-07,        -1.099631191807e-07,        -7.247570778289e-11,        +8.854320476537e-11,        +1.319997990555e-11,        +1.753925063507e-10,        -1.044806233616e-07,        -1.103971663345e-07,        -1.993017941474e-10,        -2.043277299115e-10,        +1.705400909381e-10,        +2.239955051558e-10,        -4.530466541683e-08,        -4.957074404079e-08
 2.40010000e+00,        -1.366762198183e-12,        +2.121073659696e-10,        +2.245597893053e-11,        +1.879736569658e-10,        -1.083398604552e-07,        -1.098514116978e-07,        -3.288684275198e-11,        +1.641610151064e-10,        +2.055386635758e-11,        +1.863221033366e-10,        -1.078395787971e-07,        -1.100360544495e-07,        -7.251353002170e-11,        +8.853639180782e-11,        +1.322162671540e-11,        +1.754617031388e-10,        -1.045537695354e-07,        -1.104699389570e-07,        -1.992251151258e-10,        -2.042439113350e-10,        +1.706363323293e-10,        +2.241093102868e-10,        -4.532602773311e-08,        -4.959202120695e-08
 2.40012500e+00,        -1.351921712219e-12,        +2.121783313693e-10,        +2.248485916739e-11,        +1.880485122457e-10,        -1.084170872247e-07,        -1.099245401236e-07,        -3.289545246237e-11,        +1.641997263372e-10,        +2.058035298326e-11,        +1.863952266262e-10,        -1.079160028198e-07,        -1.101090819442e-07,        -7.255144711215e-11,        +8.852940826902e-11,        +1.324328003475e-11,        +1.755308809705e-10,        -1.046270122840e-07,        -1.105428040406e-07,        -1.991482507229e-10,        -2.041599442977e-10,        +1.707327385129e-10,        +2.242232768914e-10,        -4.534741676035e-08,        -4.961332396027e-08
 2.40015000e+00,        -1.337109185731e-12,        +2.122492155196e-10,        +2.251374148966e-11,        +1.881233369259e-10,        -1.084944161864e-07,        -1.099977608273e-07,        -3.290412327986e-11,        +1.642383149565e-10,        +2.060684245213e-11,        +1.864683224692e-10,        -1.079925278873e-07,        -1.101822018382e-07,        -7.258945925884e-11,        +8.852225395285e-11,        +1.326493983989e-11,        +1.756000398641e-10,        -1.047003517987e-07,        -1.106157617589e-07,        -1.990712006592e-10,        -2.040758285936e-10,        +1.708293096897e-10,        +2.243374051270e-10,        -4.536883255146e-08,        -4.963465234934e-08
 2.40017500e+00,        -1.322324683209e-12,        +2.123200184126e-10,        +2.254262589591e-11,        +1.881981310537e-10,        -1.085718475420e-07,        -1.100710739827e-07,        -3.291285533220e-11,        +1.642767808783e-10,        +2.063333475400e-11,        +1.865413909031e-10,        -1.080691541995e-07,        -1.102554143053e-07,        -7.262756666359e-11,        +8.851492865960e-11,        +1.328660610712e-11,        +1.756691798374e-10,        -1.047737882713e-07,        -1.106888122860e-07,        -1.989939646547e-10,        -2.039915640175e-10,        +1.709260460610e-10,        +2.244516951516e-10,        -4.539027515950e-08,        -4.965600642292e-08
 2.40020000e+00,        -1.307568268834e-12,        +2.123907400403e-10,        +2.257151238478e-11,        +1.882728946763e-10,        -1.086493814940e-07,        -1.101444797641e-07,        -3.292164874705e-11,        +1.643151240164e-10,        +2.065982987909e-11,        +1.866144319657e-10,        -1.081458819566e-07,        -1.103287195198e-07,        -7.266576953214e-11,        +8.850743219091e-11,        +1.330827881222e-11,        +1.757383009085e-10,        -1.048473218939e-07,        -1.107619557961e-07,        -1.989165424287e-10,        -2.039071503617e-10,        +1.710229478292e-10,        +2.245661471240e-10,        -4.541174463764e-08,        -4.967738622984e-08
 2.40022500e+00,        -1.292840006942e-12,        +2.124613803941e-10,        +2.260040095545e-11,        +1.883476278417e-10,        -1.087270182453e-07,        -1.102179783462e-07,        -3.293050365184e-11,        +1.643533442839e-10,        +2.068632781824e-11,        +1.866874456950e-10,        -1.082227113596e-07,        -1.104021176563e-07,        -7.270406806864e-11,        +8.849976434792e-11,        +1.332995793180e-11,        +1.758074030967e-10,        -1.049209528593e-07,        -1.108351924643e-07,        -1.988389336981e-10,        -2.038225874179e-10,        +1.711200151974e-10,        +2.246807612040e-10,        -4.543324103924e-08,        -4.969879181909e-08
