        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.120203526541e+03,        +2.179658967143e-03
 2.00e+00,        +1.826741170000e+02,        +1.434495320775e-02
 3.00e+00,        +4.014204920254e+06,        -6.730177051581e-07
 4.00e+00,        +4.370986750289e+06,        -6.181275203434e-07
 5.00e+00,        +2.666453652621e+08,        +1.027414636906e-08
 6.00e+00,        +1.173911124011e+08,        +2.333916253434e-08
 7.00e+00,        +1.035531957837e+05,        +2.703517133817e-05
 8.00e+00,        +1.456603324076e+04,        +1.977673576540e-04
