        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +4.703504028616e-02,        +6.698565119386e-01
 2.00e+00,        +1.845028467807e-02,        +1.722582983855e+00
 3.00e+00,        -2.634697880316e-03,        +1.150173290404e-02
 4.00e+00,        -2.571335113724e-03,        +1.101200452147e-02
 5.00e+00,        +2.661144343313e-04,        -1.433409123798e-03
 6.00e+00,        +3.953409402324e-04,        -2.161487429248e-03
 7.00e+00,        +9.971430685405e-03,        -7.411821639490e-02
 8.00e+00,        +1.585453989345e-02,        -2.016482985214e-01
