        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.389462347389e+00,        +9.034577441010e-05,        +1.322398509891e+04,        +8.463494303134e-14,        +5.729426184597e-09
 2.00e+00,        +2.451632538451e+00,        +2.823055852479e-05,        +4.342160882967e+04,        +1.200635889275e-13,        +8.127898800293e-09
 3.00e+00,        +2.606463837780e+00,        +6.217913951481e-05,        +2.095931094303e+04,        +1.172819844202e-13,        +7.939857321196e-09
 4.00e+00,        +2.606698870237e+00,        +6.220905224709e-05,        +2.095112187713e+04,        +1.429952562048e-13,        +9.680617159484e-09
 5.00e+00,        +2.722285131541e+00,        +7.889358210808e-05,        +1.725289345434e+04,        +8.423599753771e-14,        +5.702830771497e-09
 6.00e+00,        +2.741197677981e+00,        +7.405195457351e-05,        +1.850861124982e+04,        +9.719004348770e-14,        +6.579856782227e-09
 7.00e+00,        +2.750447702577e+00,        +6.975221428545e-05,        +1.971584509278e+04,        +1.014913782074e-13,        +6.871075966545e-09
 8.00e+00,        +2.791875165659e+00,        +1.256950184194e-04,        +1.110575106156e+04,        +1.020091555736e-13,        +6.906197306691e-09
