        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +2.649307516117e+03,        +9.004246608776e-04
 2.00e+00,        +2.544604072873e+05,        -9.381387542039e-06
 3.00e+00,        +1.956835386438e+03,        +1.253292137899e-03
 4.00e+00,        +2.471598781632e+03,        -1.050470543513e-03
 5.00e+00,        +3.486482301631e+02,        -7.506178047362e-03
 6.00e+00,        +3.307451417262e+08,        -8.283767312323e-09
 7.00e+00,        +8.312542965335e+09,        +3.296595297478e-10
 8.00e+00,        +4.801325724163e+08,        -5.820379197465e-09
