        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +1.053252170626e-01,        -3.936805439773e-01
 2.00e+00,        -1.916288657697e-02,        +3.692049317582e-02
 3.00e+00,        +9.530397011237e-03,        +4.806986292176e-01
 4.00e+00,        -2.707677318591e-02,        -4.393400249327e-01
 5.00e+00,        -4.802658708220e-01,        +1.074156837949e+00
 6.00e+00,        -1.325089502535e-04,        +1.228955303745e-03
 7.00e+00,        +2.661884248679e-05,        -2.451430258293e-04
 8.00e+00,        -7.776517215081e-05,        +1.033191948584e-03
