        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.383514487508e+00,        +4.766472498606e-03,        +2.500296869557e+02,        +1.158944253024e-13,        +7.438375711333e-09
 2.00e+00,        +2.482470237099e+00,        +7.606150590714e-03,        +1.631891099101e+02,        +6.117644471113e-14,        +3.927418463969e-09
 3.00e+00,        +2.606284517046e+00,        +6.286704959436e-05,        +2.072854169729e+04,        +7.771915405466e-14,        +4.990990068697e-09
 4.00e+00,        +2.606338106057e+00,        +6.289008638398e-05,        +2.072137483563e+04,        +7.552417192450e-14,        +4.850032760555e-09
 5.00e+00,        +2.724281339418e+00,        +7.088491684557e-04,        +1.921622788649e+03,        +5.755203467625e-14,        +3.697005266546e-09
 6.00e+00,        +2.729883129678e+00,        +5.008453965006e-03,        +2.725279840043e+02,        +1.098576739689e-13,        +7.057096121858e-09
 7.00e+00,        +2.730724401783e+00,        +4.875587748197e-03,        +2.800409812502e+02,        +6.173087850436e-14,        +3.965509807116e-09
 8.00e+00,        +2.743567071110e+00,        +6.268122660531e-04,        +2.188507860566e+03,        +6.920096025589e-14,        +4.445524504171e-09
