        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1]
 2.43628000e+00,        +3.455921257441e-09,        +3.408666271274e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.773227672213e-12,        +2.538607514082e-03,        +5.450800215810e-11,        +1.599100581288e-02
 2.43630000e+00,        +3.439918259682e-09,        +3.392624950204e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.730100314242e-12,        +2.537880163190e-03,        +5.426098469457e-11,        +1.599380582617e-02
 2.43632000e+00,        +3.424028656524e-09,        +3.376697239021e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.687266948685e-12,        +2.537147851299e-03,        +5.401570250326e-11,        +1.599660812910e-02
 2.43634000e+00,        +3.408251395382e-09,        +3.360882083414e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.644724814636e-12,        +2.536410555380e-03,        +5.377213963702e-11,        +1.599941274417e-02
 2.43636000e+00,        +3.392585435747e-09,        +3.345178441160e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.602471182258e-12,        +2.535668252188e-03,        +5.353028033131e-11,        +1.600221969407e-02
 2.43638000e+00,        +3.377029749039e-09,        +3.329585281986e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.560503352701e-12,        +2.534920918342e-03,        +5.329010900168e-11,        +1.600502900166e-02
 2.43640000e+00,        +3.361583318428e-09,        +3.314101587386e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.518818657516e-12,        +2.534168530292e-03,        +5.305161024118e-11,        +1.600784068995e-02
 2.43642000e+00,        +3.346245138688e-09,        +3.298726350474e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.477414458015e-12,        +2.533411064241e-03,        +5.281476881843e-11,        +1.601065478221e-02
 2.43644000e+00,        +3.331014216037e-09,        +3.283458575826e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.436288145506e-12,        +2.532648496332e-03,        +5.257956967463e-11,        +1.601347130180e-02
 2.43646000e+00,        +3.315889567988e-09,        +3.268297279328e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.395437140187e-12,        +2.531880802436e-03,        +5.234599792191e-11,        +1.601629027231e-02
 2.43648000e+00,        +3.300870223179e-09,        +3.253241488009e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.354858891059e-12,        +2.531107958256e-03,        +5.211403884053e-11,        +1.601911171753e-02
 2.43650000e+00,        +3.285955221263e-09,        +3.238290239929e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.314550875796e-12,        +2.530329939371e-03,        +5.188367787705e-11,        +1.602193566139e-02
 2.43652000e+00,        +3.271143612714e-09,        +3.223442583985e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.274510599780e-12,        +2.529546721098e-03,        +5.165490064178e-11,        +1.602476212805e-02
 2.43654000e+00,        +3.256434458715e-09,        +3.208697579797e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.234735596284e-12,        +2.528758278628e-03,        +5.142769290681e-11,        +1.602759114184e-02
 2.43656000e+00,        +3.241826831007e-09,        +3.194054297563e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.195223425683e-12,        +2.527964586911e-03,        +5.120204060390e-11,        +1.603042272731e-02
 2.43658000e+00,        +3.227319811748e-09,        +3.179511817909e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.155971675514e-12,        +2.527165620781e-03,        +5.097792982216e-11,        +1.603325690913e-02
 2.43660000e+00,        +3.212912493373e-09,        +3.165069231757e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.116977959675e-12,        +2.526361354820e-03,        +5.075534680622e-11,        +1.603609371225e-02
 2.43662000e+00,        +3.198603978462e-09,        +3.150725640185e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.078239918298e-12,        +2.525551763424e-03,        +5.053427795407e-11,        +1.603893316179e-02
 2.43664000e+00,        +3.184393379605e-09,        +3.136480154299e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.039755217438e-12,        +2.524736820812e-03,        +5.031470981504e-11,        +1.604177528306e-02
 2.43666000e+00,        +3.170279819273e-09,        +3.122331895101e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +8.001521548649e-12,        +2.523916500999e-03,        +5.009662908790e-11,        +1.604462010157e-02
 2.43668000e+00,        +3.156262429684e-09,        +3.108279993353e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.963536628707e-12,        +2.523090777817e-03,        +4.988002261879e-11,        +1.604746764303e-02
 2.43670000e+00,        +3.142340352676e-09,        +3.094323589450e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.925798199155e-12,        +2.522259624870e-03,        +4.966487739939e-11,        +1.605031793337e-02
 2.43672000e+00,        +3.128512739583e-09,        +3.080461833302e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.888304026019e-12,        +2.521423015547e-03,        +4.945118056510e-11,        +1.605317099874e-02
 2.43674000e+00,        +3.114778751110e-09,        +3.066693884199e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.851051899747e-12,        +2.520580923107e-03,        +4.923891939283e-11,        +1.605602686546e-02
 2.43676000e+00,        +3.101137557214e-09,        +3.053018910701e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.814039634464e-12,        +2.519733320531e-03,        +4.902808129969e-11,        +1.605888556007e-02
 2.43678000e+00,        +3.087588336982e-09,        +3.039436090508e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.777265067894e-12,        +2.518880180606e-03,        +4.881865384083e-11,        +1.606174710937e-02
 2.43680000e+00,        +3.074130278507e-09,        +3.025944610343e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.740726061125e-12,        +2.518021475942e-03,        +4.861062470761e-11,        +1.606461154030e-02
 2.43682000e+00,        +3.060762578782e-09,        +3.012543665839e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.704420498032e-12,        +2.517157178881e-03,        +4.840398172620e-11,        +1.606747888008e-02
 2.43684000e+00,        +3.047484443574e-09,        +2.999232461420e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.668346285310e-12,        +2.516287261607e-03,        +4.819871285540e-11,        +1.607034915612e-02
 2.43686000e+00,        +3.034295087325e-09,        +2.986010210195e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.632501351879e-12,        +2.515411696035e-03,        +4.799480618542e-11,        +1.607322239608e-02
 2.43688000e+00,        +3.021193733026e-09,        +2.972876133835e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.596883648875e-12,        +2.514530453916e-03,        +4.779224993570e-11,        +1.607609862778e-02
 2.43690000e+00,        +3.008179612112e-09,        +2.959829462470e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.561491149094e-12,        +2.513643506741e-03,        +4.759103245365e-11,        +1.607897787933e-02
 2.43692000e+00,        +2.995251964358e-09,        +2.946869434581e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.526321846882e-12,        +2.512750825788e-03,        +4.739114221284e-11,        +1.608186017905e-02
 2.43694000e+00,        +2.982410037774e-09,        +2.933995296898e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.491373757780e-12,        +2.511852382099e-03,        +4.719256781159e-11,        +1.608474555548e-02
 2.43696000e+00,        +2.969653088489e-09,        +2.921206304280e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.456644918381e-12,        +2.510948146531e-03,        +4.699529797096e-11,        +1.608763403738e-02
 2.43698000e+00,        +2.956980380657e-09,        +2.908501719625e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.422133385827e-12,        +2.510038089660e-03,        +4.679932153371e-11,        +1.609052565379e-02
 2.43700000e+00,        +2.944391186355e-09,        +2.895880813764e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.387837237781e-12,        +2.509122181869e-03,        +4.660462746244e-11,        +1.609342043392e-02
 2.43702000e+00,        +2.931884785475e-09,        +2.883342865358e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.353754571927e-12,        +2.508200393262e-03,        +4.641120483825e-11,        +1.609631840731e-02
 2.43704000e+00,        +2.919460465630e-09,        +2.870887160800e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.319883505913e-12,        +2.507272693735e-03,        +4.621904285908e-11,        +1.609921960367e-02
 2.43706000e+00,        +2.907117522066e-09,        +2.858512994123e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.286222177132e-12,        +2.506339052972e-03,        +4.602813083836e-11,        +1.610212405296e-02
 2.43708000e+00,        +2.894855257547e-09,        +2.846219666896e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.252768742227e-12,        +2.505399440376e-03,        +4.583845820360e-11,        +1.610503178540e-02
 2.43710000e+00,        +2.882672982274e-09,        +2.834006488135e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.219521376977e-12,        +2.504453825103e-03,        +4.565001449492e-11,        +1.610794283148e-02
 2.43712000e+00,        +2.870570013787e-09,        +2.821872774201e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.186478276205e-12,        +2.503502176114e-03,        +4.546278936348e-11,        +1.611085722188e-02
 2.43714000e+00,        +2.858545676876e-09,        +2.809817848723e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.153637653168e-12,        +2.502544462045e-03,        +4.527677257054e-11,        +1.611377498762e-02
 2.43716000e+00,        +2.846599303485e-09,        +2.797841042490e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.120997739692e-12,        +2.501580651332e-03,        +4.509195398558e-11,        +1.611669615992e-02
 2.43718000e+00,        +2.834730232629e-09,        +2.785941693377e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.088556785850e-12,        +2.500610712179e-03,        +4.490832358523e-11,        +1.611962077024e-02
 2.43720000e+00,        +2.822937810301e-09,        +2.774119146243e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.056313059468e-12,        +2.499634612466e-03,        +4.472587145200e-11,        +1.612254885035e-02
 2.43722000e+00,        +2.811221389388e-09,        +2.762372752855e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +7.024264846213e-12,        +2.498652319853e-03,        +4.454458777283e-11,        +1.612548043228e-02
 2.43724000e+00,        +2.799580329586e-09,        +2.750701871800e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.992410449288e-12,        +2.497663801746e-03,        +4.436446283785e-11,        +1.612841554829e-02
 2.43726000e+00,        +2.788013997319e-09,        +2.739105868398e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.960748189220e-12,        +2.496669025304e-03,        +4.418548703910e-11,        +1.613135423091e-02
 2.43728000e+00,        +2.776521765640e-09,        +2.727584114617e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.929276403388e-12,        +2.495667957349e-03,        +4.400765086939e-11,        +1.613429651300e-02
 2.43730000e+00,        +2.765103014173e-09,        +2.716135988999e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.897993446235e-12,        +2.494660564499e-03,        +4.383094492093e-11,        +1.613724242765e-02
 2.43732000e+00,        +2.753757129015e-09,        +2.704760876571e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.866897688761e-12,        +2.493646813079e-03,        +4.365535988415e-11,        +1.614019200821e-02
 2.43734000e+00,        +2.742483502664e-09,        +2.693458168772e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.835987518390e-12,        +2.492626669130e-03,        +4.348088654660e-11,        +1.614314528836e-02
 2.43736000e+00,        +2.731281533935e-09,        +2.682227263366e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.805261338786e-12,        +2.491600098428e-03,        +4.330751579159e-11,        +1.614610230203e-02
 2.43738000e+00,        +2.720150627893e-09,        +2.671067564378e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.774717569679e-12,        +2.490567066475e-03,        +4.313523859724e-11,        +1.614906308343e-02
 2.43740000e+00,        +2.709090195764e-09,        +2.659978482005e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.744354646567e-12,        +2.489527538475e-03,        +4.296404603518e-11,        +1.615202766708e-02
 2.43742000e+00,        +2.698099654871e-09,        +2.648959432546e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.714171020563e-12,        +2.488481479341e-03,        +4.279392926949e-11,        +1.615499608779e-02
 2.43744000e+00,        +2.687178428549e-09,        +2.638009838326e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.684165158252e-12,        +2.487428853714e-03,        +4.262487955554e-11,        +1.615796838066e-02
 2.43746000e+00,        +2.676325946086e-09,        +2.627129127629e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.654335541473e-12,        +2.486369625944e-03,        +4.245688823893e-11,        +1.616094458107e-02
 2.43748000e+00,        +2.665541642640e-09,        +2.616316734621e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.624680667090e-12,        +2.485303760075e-03,        +4.228994675443e-11,        +1.616392472472e-02
 2.43750000e+00,        +2.654824959170e-09,        +2.605572099275e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.595199046810e-12,        +2.484231219851e-03,        +4.212404662487e-11,        +1.616690884762e-02
 2.43752000e+00,        +2.644175342372e-09,        +2.594894667312e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.565889207028e-12,        +2.483151968711e-03,        +4.195917946015e-11,        +1.616989698608e-02
 2.43754000e+00,        +2.633592244602e-09,        +2.584283890121e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.536749688729e-12,        +2.482065969828e-03,        +4.179533695602e-11,        +1.617288917668e-02
 2.43756000e+00,        +2.623075123813e-09,        +2.573739224699e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.507779047063e-12,        +2.480973186008e-03,        +4.163251089338e-11,        +1.617588545640e-02
 2.43758000e+00,        +2.612623443489e-09,        +2.563260133578e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.478975851487e-12,        +2.479873579805e-03,        +4.147069313693e-11,        +1.617888586245e-02
 2.43760000e+00,        +2.602236672572e-09,        +2.552846084761e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.450338685205e-12,        +2.478767113381e-03,        +4.130987563449e-11,        +1.618189043244e-02
 2.43762000e+00,        +2.591914285408e-09,        +2.542496551660e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.421866145497e-12,        +2.477653748680e-03,        +4.115005041570e-11,        +1.618489920422e-02
 2.43764000e+00,        +2.581655761671e-09,        +2.532211013027e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.393556843117e-12,        +2.476533447271e-03,        +4.099120959128e-11,        +1.618791221600e-02
 2.43766000e+00,        +2.571460586313e-09,        +2.521988952898e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.365409402260e-12,        +2.475406170385e-03,        +4.083334535217e-11,        +1.619092950636e-02
 2.43768000e+00,        +2.561328249485e-09,        +2.511829860516e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.337422460452e-12,        +2.474271878946e-03,        +4.067644996827e-11,        +1.619395111416e-02
 2.43770000e+00,        +2.551258246487e-09,        +2.501733230282e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.309594668379e-12,        +2.473130533558e-03,        +4.052051578767e-11,        +1.619697707861e-02
 2.43772000e+00,        +2.541250077709e-09,        +2.491698561694e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.281924689725e-12,        +2.471982094492e-03,        +4.036553523584e-11,        +1.620000743926e-02
 2.43774000e+00,        +2.531303248563e-09,        +2.481725359281e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.254411200884e-12,        +2.470826521648e-03,        +4.021150081465e-11,        +1.620304223603e-02
 2.43776000e+00,        +2.521417269427e-09,        +2.471813132546e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.227052890941e-12,        +2.469663774594e-03,        +4.005840510148e-11,        +1.620608150917e-02
 2.43778000e+00,        +2.511591655592e-09,        +2.461961395911e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.199848461585e-12,        +2.468493812592e-03,        +3.990624074825e-11,        +1.620912529926e-02
 2.43780000e+00,        +2.501825927192e-09,        +2.452169668652e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.172796626810e-12,        +2.467316594539e-03,        +3.975500048064e-11,        +1.621217364723e-02
 2.43782000e+00,        +2.492119609165e-09,        +2.442437474852e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.145896112681e-12,        +2.466132078925e-03,        +3.960467709747e-11,        +1.621522659444e-02
 2.43784000e+00,        +2.482472231181e-09,        +2.432764343337e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.119145657488e-12,        +2.464940223954e-03,        +3.945526346939e-11,        +1.621828418254e-02
 2.43786000e+00,        +2.472883327597e-09,        +2.423149807626e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.092544011421e-12,        +2.463740987465e-03,        +3.930675253835e-11,        +1.622134645355e-02
 2.43788000e+00,        +2.463352437399e-09,        +2.413593405874e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.066089936272e-12,        +2.462534326869e-03,        +3.915913731691e-11,        +1.622441344992e-02
 2.43790000e+00,        +2.453879104144e-09,        +2.404094680818e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.039782205672e-12,        +2.461320199301e-03,        +3.901241088695e-11,        +1.622748521439e-02
 2.43792000e+00,        +2.444462875918e-09,        +2.394653179725e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +6.013619604568e-12,        +2.460098561452e-03,        +3.886656639945e-11,        +1.623056179013e-02
 2.43794000e+00,        +2.435103305276e-09,        +2.385268454342e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.987600929311e-12,        +2.458869369664e-03,        +3.872159707336e-11,        +1.623364322069e-02
 2.43796000e+00,        +2.425799949189e-09,        +2.375940060839e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.961724987490e-12,        +2.457632579918e-03,        +3.857749619485e-11,        +1.623672954999e-02
 2.43798000e+00,        +2.416552369002e-09,        +2.366667559766e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.935990597699e-12,        +2.456388147777e-03,        +3.843425711668e-11,        +1.623982082236e-02
 2.43800000e+00,        +2.407360130373e-09,        +2.357450515993e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.910396589506e-12,        +2.455136028438e-03,        +3.829187325734e-11,        +1.624291708249e-02
 2.43802000e+00,        +2.398222803233e-09,        +2.348288498669e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.884941803247e-12,        +2.453876176690e-03,        +3.815033810037e-11,        +1.624601837551e-02
 2.43804000e+00,        +2.389139961733e-09,        +2.339181081172e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.859625090001e-12,        +2.452608546948e-03,        +3.800964519361e-11,        +1.624912474693e-02
 2.43806000e+00,        +2.380111184194e-09,        +2.330127841055e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.834445311358e-12,        +2.451333093220e-03,        +3.786978814839e-11,        +1.625223624265e-02
 2.43808000e+00,        +2.371136053066e-09,        +2.321128360006e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.809401339289e-12,        +2.450049769088e-03,        +3.773076063904e-11,        +1.625535290903e-02
 2.43810000e+00,        +2.362214154876e-09,        +2.312182223799e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.784492056180e-12,        +2.448758527773e-03,        +3.759255640192e-11,        +1.625847479277e-02
 2.43812000e+00,        +2.353345080182e-09,        +2.303289022242e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.759716354392e-12,        +2.447459322008e-03,        +3.745516923501e-11,        +1.626160194110e-02
 2.43814000e+00,        +2.344528423530e-09,        +2.294448349141e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.735073136569e-12,        +2.446152104197e-03,        +3.731859299686e-11,        +1.626473440155e-02
 2.43816000e+00,        +2.335763783409e-09,        +2.285659802249e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.710561315140e-12,        +2.444836826268e-03,        +3.718282160631e-11,        +1.626787222216e-02
 2.43818000e+00,        +2.327050762203e-09,        +2.276922983220e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.686179812281e-12,        +2.443513439689e-03,        +3.704784904168e-11,        +1.627101545142e-02
 2.43820000e+00,        +2.318388966152e-09,        +2.268237497573e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.661927560037e-12,        +2.442181895575e-03,        +3.691366933991e-11,        +1.627416413819e-02
 2.43822000e+00,        +2.309778005311e-09,        +2.259602954645e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.637803499978e-12,        +2.440842144576e-03,        +3.678027659623e-11,        +1.627731833180e-02
 2.43824000e+00,        +2.301217493495e-09,        +2.251018967540e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.613806582992e-12,        +2.439494136848e-03,        +3.664766496335e-11,        +1.628047808207e-02
 2.43826000e+00,        +2.292707048251e-09,        +2.242485153101e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.589935769531e-12,        +2.438137822185e-03,        +3.651582865081e-11,        +1.628364343921e-02
 2.43828000e+00,        +2.284246290814e-09,        +2.234001131863e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.566190029147e-12,        +2.436773149870e-03,        +3.638476192451e-11,        +1.628681445393e-02
 2.43830000e+00,        +2.275834846057e-09,        +2.225566528006e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.542568340551e-12,        +2.435400068750e-03,        +3.625445910591e-11,        +1.628999117739e-02
 2.43832000e+00,        +2.267472342461e-09,        +2.217180969326e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.519069691497e-12,        +2.434018527214e-03,        +3.612491457156e-11,        +1.629317366121e-02
 2.43834000e+00,        +2.259158412072e-09,        +2.208844087185e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.495693078640e-12,        +2.432628473184e-03,        +3.599612275247e-11,        +1.629636195751e-02
 2.43836000e+00,        +2.250892690461e-09,        +2.200555516481e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.472437507399e-12,        +2.431229854088e-03,        +3.586807813357e-11,        +1.629955611887e-02
 2.43838000e+00,        +2.242674816682e-09,        +2.192314895595e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.449301991944e-12,        +2.429822616908e-03,        +3.574077525291e-11,        +1.630275619836e-02
 2.43840000e+00,        +2.234504433244e-09,        +2.184121866373e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.426285555036e-12,        +2.428406708130e-03,        +3.561420870145e-11,        +1.630596224953e-02
 2.43842000e+00,        +2.226381186062e-09,        +2.175976074072e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.403387227892e-12,        +2.426982073743e-03,        +3.548837312219e-11,        +1.630917432644e-02
 2.43844000e+00,        +2.218304724427e-09,        +2.167877167327e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.380606050153e-12,        +2.425548659255e-03,        +3.536326320977e-11,        +1.631239248365e-02
 2.43846000e+00,        +2.210274700965e-09,        +2.159824798118e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.357941069826e-12,        +2.424106409708e-03,        +3.523887370977e-11,        +1.631561677617e-02
 2.43848000e+00,        +2.202290771605e-09,        +2.151818621730e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.335391342969e-12,        +2.422655269577e-03,        +3.511519941843e-11,        +1.631884725963e-02
 2.43850000e+00,        +2.194352595541e-09,        +2.143858296720e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.312955933745e-12,        +2.421195182826e-03,        +3.499223518197e-11,        +1.632208399011e-02
 2.43852000e+00,        +2.186459835194e-09,        +2.135943484878e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.290633914455e-12,        +2.419726092972e-03,        +3.486997589588e-11,        +1.632532702422e-02
 2.43854000e+00,        +2.178612156185e-09,        +2.128073851196e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.268424365231e-12,        +2.418247942973e-03,        +3.474841650469e-11,        +1.632857641908e-02
 2.43856000e+00,        +2.170809227293e-09,        +2.120249063832e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.246326373916e-12,        +2.416760675215e-03,        +3.462755200143e-11,        +1.633183223241e-02
 2.43858000e+00,        +2.163050720426e-09,        +2.112468794077e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.224339036259e-12,        +2.415264231636e-03,        +3.450737742686e-11,        +1.633509452240e-02
 2.43860000e+00,        +2.155336310585e-09,        +2.104732716320e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.202461455512e-12,        +2.413758553578e-03,        +3.438788786927e-11,        +1.633836334781e-02
 2.43862000e+00,        +2.147665675831e-09,        +2.097040508016e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.180692742441e-12,        +2.412243581830e-03,        +3.426907846387e-11,        +1.634163876801e-02
 2.43864000e+00,        +2.140038497252e-09,        +2.089391849650e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.159032015294e-12,        +2.410719256649e-03,        +3.415094439223e-11,        +1.634492084286e-02
 2.43866000e+00,        +2.132454458937e-09,        +2.081786424715e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.137478399842e-12,        +2.409185517801e-03,        +3.403348088185e-11,        +1.634820963274e-02
 2.43868000e+00,        +2.124913247937e-09,        +2.074223919669e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.116031028750e-12,        +2.407642304323e-03,        +3.391668320591e-11,        +1.635150519879e-02
 2.43870000e+00,        +2.117414554233e-09,        +2.066704023907e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.094689042196e-12,        +2.406089554835e-03,        +3.380054668237e-11,        +1.635480760253e-02
 2.43872000e+00,        +2.109958070715e-09,        +2.059226429734e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.073451587317e-12,        +2.404527207309e-03,        +3.368506667389e-11,        +1.635811690618e-02
 2.43874000e+00,        +2.102543493143e-09,        +2.051790832334e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.052317818293e-12,        +2.402955199152e-03,        +3.357023858718e-11,        +1.636143317250e-02
 2.43876000e+00,        +2.095170520114e-09,        +2.044396929730e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.031286896140e-12,        +2.401373467141e-03,        +3.345605787265e-11,        +1.636475646492e-02
 2.43878000e+00,        +2.087838853047e-09,        +2.037044422772e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +5.010357988863e-12,        +2.399781947515e-03,        +3.334252002389e-11,        +1.636808684738e-02
 2.43880000e+00,        +2.080548196134e-09,        +2.029733015088e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.989530271135e-12,        +2.398180575872e-03,        +3.322962057723e-11,        +1.637142438450e-02
 2.43882000e+00,        +2.073298256331e-09,        +2.022462413074e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.968802924326e-12,        +2.396569287199e-03,        +3.311735511147e-11,        +1.637476914151e-02
 2.43884000e+00,        +2.066088743314e-09,        +2.015232325851e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.948175136379e-12,        +2.394948015855e-03,        +3.300571924724e-11,        +1.637812118427e-02
 2.43886000e+00,        +2.058919369458e-09,        +2.008042465244e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.927646101874e-12,        +2.393316695627e-03,        +3.289470864666e-11,        +1.638148057923e-02
 2.43888000e+00,        +2.051789849810e-09,        +2.000892545753e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +4.907215021708e-12,        +2.391675259609e-03,        +3.278431901302e-11,        +1.638484739354e-02
