        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.404838419282e+00,        +8.826300548125e-05,        +1.362313920645e+04,        +1.500413715799e-13,        +8.078573281182e-09
 2.00e+00,        +2.446027310115e+00,        +4.046708475206e-05,        +3.022243046956e+04,        +1.068328745405e-13,        +5.752189932465e-09
 3.00e+00,        +2.531434399850e+00,        +1.476939661483e-04,        +8.569863990302e+03,        +8.930292067230e-14,        +4.808436462143e-09
 4.00e+00,        +2.602774373273e+00,        +6.381818448465e-05,        +2.039210606721e+04,        +1.498004419336e-13,        +8.066030434537e-09
