        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.106489850652e+00,        -1.042809987527e-12,        +5.305328218403e+11,        +2.583927932059e-12,        +1.222003084076e-07
 2.00e+00,        +1.763028989663e+00,        +7.661273496721e-12,        +1.150610920245e+11,        +2.257409701115e-12,        +1.067671245764e-07
 3.00e+00,        +1.763030938903e+00,        +2.859478449394e-11,        +3.082784098752e+10,        +2.867680191105e-12,        +1.356306602867e-07
 4.00e+00,        +1.893331792071e+00,        +8.701103130553e-12,        +1.087983766922e+11,        +2.867410564655e-12,        +1.356206918466e-07
 5.00e+00,        +1.893337956169e+00,        +9.939973261901e-11,        +9.523858396210e+09,        +4.109009137285e-12,        +1.943449150367e-07
 6.00e+00,        +2.022727505805e+00,        +2.935882835964e-10,        +3.444836900552e+09,        +1.571431753195e-11,        +7.432605468253e-07
 7.00e+00,        +2.200501348857e+00,        -1.082839032055e-10,        +1.016079622048e+10,        +4.892715288290e-12,        +2.314246142007e-07
 8.00e+00,        +2.200505275455e+00,        -5.684801556410e-11,        +1.935428399408e+10,        +3.852578510125e-12,        +1.822263188257e-07
 9.00e+00,        +2.363041512346e+00,        -5.959694236807e-12,        +1.982519084412e+11,        +4.348150341377e-12,        +2.056733559046e-07
 1.00e+01,        +2.363056315829e+00,        -1.384182742046e-10,        +8.535926088542e+09,        +5.280044827270e-12,        +2.497532184870e-07
 1.10e+01,        +2.444445812179e+00,        -1.623572438933e-10,        +7.527985058019e+09,        +5.260542954124e-12,        +2.488349482124e-07
 1.20e+01,        +2.444463558126e+00,        +1.113321017896e-10,        +1.097825119096e+10,        +4.360150709841e-12,        +2.062444674624e-07
 1.30e+01,        +2.444516123261e+00,        -2.767441728631e-11,        +4.416562954101e+10,        +4.276036694532e-12,        +2.022656966161e-07
 1.40e+01,        +2.540045868004e+00,        -9.513766778588e-11,        +1.334931750545e+10,        +2.953493480424e-11,        +1.397094351219e-06
 1.50e+01,        +2.569940866373e+00,        +1.445157833463e-11,        +8.891557748450e+10,        +1.676901492921e-11,        +7.932318242234e-07
 1.60e+01,        +2.569957704679e+00,        -2.942461925065e-12,        +4.367019472345e+11,        +8.623991387972e-12,        +4.079443232148e-07
 1.70e+01,        +2.907093251516e+00,        -4.909714575512e-10,        +2.960552193824e+09,        +1.162970109504e-11,        +5.501684454907e-07
 1.80e+01,        +2.907111639272e+00,        -9.436671613394e-11,        +1.540326800790e+10,        +6.749178014104e-12,        +3.192846284796e-07
 1.90e+01,        +2.935847060444e+00,        -4.348313203641e-11,        +3.375845900412e+10,        +3.097793897984e-11,        +1.465489760797e-06
 2.00e+01,        +2.935858139803e+00,        -1.156253117920e-10,        +1.269556853211e+10,        +1.161288185247e-11,        +5.493767518525e-07
 2.10e+01,        +2.975824155326e+00,        -2.533307395047e-10,        +5.873397285193e+09,        +6.685142850794e-12,        +3.162608119098e-07
 2.20e+01,        +2.975869503775e+00,        -8.030930810152e-11,        +1.852755038067e+10,        +7.853125503288e-12,        +3.715157524688e-07
 2.30e+01,        +2.981015046396e+00,        +8.702355678898e-10,        +1.712763277204e+09,        +8.791710410647e-12,        +4.159188873098e-07
 2.40e+01,        +2.981054843073e+00,        -5.078421836208e-10,        +2.935020897455e+09,        +8.218221510573e-12,        +3.887882359204e-07
 2.50e+01,        +3.052746808136e+00,        +1.398174819426e-09,        +1.091689953832e+09,        +4.345917661577e-11,        +2.056008277114e-06
 2.60e+01,        +3.228619450603e+00,        +3.044072342272e-09,        +5.303125365597e+08,        +2.302946346390e-11,        +1.089551719665e-06
 2.70e+01,        +3.228696426829e+00,        -4.967948623902e-10,        +3.249526787873e+09,        +1.622444811113e-11,        +7.675982441479e-07
