        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        -3.481803227338e-02,        -5.211526224880e-02
 2.00e+00,        +1.913309366570e-01,        +1.132517309163e+00
 3.00e+00,        -1.715553943644e-02,        +8.836150590386e-01
 4.00e+00,        -3.631537738653e-01,        +2.338157827346e-01
 5.00e+00,        +1.681648466127e-01,        +2.339548394415e+00
 6.00e+00,        -3.787496175515e-05,        +1.227095976817e-04
 7.00e+00,        +2.544917937576e-04,        -7.487563349089e-04
 8.00e+00,        +6.054826918222e-04,        -1.917622767938e-03
