        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +6.932538893966e-02,        -3.687758654031e-01
 2.00e+00,        -1.365504021869e-02,        +3.157816107284e-02
 3.00e+00,        -8.302601265062e-02,        +4.543527249744e-01
 4.00e+00,        -2.759600629466e-02,        -4.209045591617e-01
 5.00e+00,        -6.519549811223e-01,        +9.169436582211e-01
 6.00e+00,        -1.201352261621e-04,        +1.222807789948e-03
 7.00e+00,        +1.834609231869e-05,        -1.857252547044e-04
 8.00e+00,        +7.780174594881e-05,        -1.170137126420e-03
