        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        -2.834758011464e-06,        +1.902305581773e-04
 2.00e+00,        +4.997416937774e-06,        -2.173908984293e-04
 3.00e+00,        +7.689008202305e-04,        -4.489576541065e-03
 4.00e+00,        +2.762152039653e-05,        +5.201282316673e-04
 5.00e+00,        +1.117058308652e-02,        -4.983866023147e-03
 6.00e+00,        +7.623206075530e-08,        +2.601150248642e-06
 7.00e+00,        -8.459526132902e-08,        -3.157638815934e-06
 8.00e+00,        +5.179566577912e-07,        +1.609519745124e-05
