        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +1.429317050002e-03,        +1.315007610101e-02
 2.00e+00,        -2.742690001237e-03,        +2.612711424743e-04
 3.00e+00,        +2.113076012028e-04,        +1.263268353153e-02
 4.00e+00,        -2.271964733641e-03,        -9.624123979592e-03
 5.00e+00,        -6.599321413579e-03,        +3.164269534604e-02
 6.00e+00,        +2.112463195908e-06,        -1.142530796919e-05
 7.00e+00,        -6.059865804809e-07,        +3.340793706921e-06
 8.00e+00,        +5.707884103780e-08,        -3.470382230185e-07
