        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +2.941086382304e-04,        +1.091661691447e-03
 2.00e+00,        -2.204290642397e-07,        -6.292344112688e-07
 3.00e+00,        -6.012372156852e-06,        -1.352013820626e-05
 4.00e+00,        +7.256174404922e-04,        +2.909730196640e-03
 5.00e+00,        -1.161599427382e-05,        -3.257138103309e-05
 6.00e+00,        +3.987088003890e-06,        +1.112045817918e-05
 7.00e+00,        +9.783230068619e-07,        +2.596874932843e-06
 8.00e+00,        +8.675474293891e-07,        +2.113867886357e-06
