        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.579092114541e+05,        +1.544672353541e-05
 2.00e+00,        +4.837945554788e+11,        -5.371865471612e-12
 3.00e+00,        +9.845486948650e+08,        -2.645815762934e-09
 4.00e+00,        +2.397932308589e+04,        +1.086766018802e-04
 5.00e+00,        +1.869458536696e+08,        -1.445097260944e-08
 6.00e+00,        +1.601934454136e+09,        +1.686531766049e-09
 7.00e+00,        +3.008161321404e+10,        +9.306129913915e-11
 8.00e+00,        +4.565626016072e+10,        +6.309414106173e-11
