        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.384637968984e+00,        +8.954578015847e-05,        +1.331518898180e+04,        +1.192002694567e-13,        +6.531979215960e-09
 2.00e+00,        +2.387181810536e+00,        +8.952243542361e-05,        +1.333286902283e+04,        +1.491539993370e-13,        +8.173399938714e-09
 3.00e+00,        +2.452183207383e+00,        +2.877509886662e-05,        +4.260946624230e+04,        +1.179705030873e-13,        +6.464706370386e-09
 4.00e+00,        +2.593454461872e+00,        +6.491676639869e-05,        +1.997522833128e+04,        +9.035357662278e-14,        +4.951511271256e-09
 5.00e+00,        +2.615255851686e+00,        +6.673749813869e-05,        +1.959360123976e+04,        +1.321320510986e-13,        +7.241079510798e-09
 6.00e+00,        +2.739831750807e+00,        +7.396393441704e-05,        +1.852140352862e+04,        +1.257643595842e-13,        +6.892371542423e-09
 7.00e+00,        +2.740313504927e+00,        +7.377606305640e-05,        +1.857183341313e+04,        +1.375442467043e-13,        +7.537955846871e-09
 8.00e+00,        +2.749957837591e+00,        +6.946467694513e-05,        +1.979392951500e+04,        +7.332946280087e-14,        +4.018749443279e-09
