        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.389925138849e+00,        +9.006761369853e-05,        +1.326739458506e+04,        +1.387653934864e-13,        +8.861224103761e-09
 2.00e+00,        +2.451489671494e+00,        +2.816331102308e-05,        +4.352275323109e+04,        +9.620182724717e-14,        +6.143282324759e-09
 3.00e+00,        +2.606298898716e+00,        +6.209404729719e-05,        +2.098670494920e+04,        +8.886897108715e-14,        +5.675176879421e-09
 4.00e+00,        +2.606352294993e+00,        +6.212516035852e-05,        +2.097662429113e+04,        +9.283630745189e-14,        +5.928531234165e-09
 5.00e+00,        +2.723606904528e+00,        +7.808638829483e-05,        +1.743970341773e+04,        +1.203712317131e-13,        +7.687083762511e-09
 6.00e+00,        +2.741752815414e+00,        +7.360662746592e-05,        +1.862436108536e+04,        +1.120039775218e-13,        +7.152763845737e-09
 7.00e+00,        +2.750266832996e+00,        +6.950653061450e-05,        +1.978423329117e+04,        +1.258413041858e-13,        +8.036452346864e-09
 8.00e+00,        +2.751908343439e+00,        +7.072140546010e-05,        +1.945597889666e+04,        +8.564405276001e-14,        +5.469385225900e-09
