        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.367607820098e+04,        +1.783457188371e-04
 2.00e+00,        +2.373130053440e+08,        +1.095204333268e-08
 3.00e+00,        +2.065378147583e+06,        -1.261281492011e-06
 4.00e+00,        +1.950722834232e+03,        -1.335737280720e-03
 5.00e+00,        +1.922894251985e+08,        -1.405071291357e-08
 6.00e+00,        +1.199605781184e+09,        -2.283864419748e-09
 7.00e+00,        +1.081021914254e+10,        -2.589812189315e-10
 8.00e+00,        +8.416416325659e+08,        +3.422743126262e-09
