        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +3.573323688916e-03,        -1.410520213153e-03
 2.00e+00,        +2.947330653491e-05,        +6.132862604926e-06
 3.00e+00,        -2.441170131623e-04,        +2.116096482072e-04
 4.00e+00,        -7.063719992514e-03,        -7.786968471208e-03
 5.00e+00,        -3.260207149037e-05,        -9.990465599760e-06
 6.00e+00,        -1.336835316909e-05,        -3.205964836667e-06
 7.00e+00,        -4.585068692673e-06,        -6.387393365576e-07
 8.00e+00,        +1.682923401388e-05,        -1.040137060290e-07
