        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.10e+01,        +3.459059667205e-10,        +3.459059666986e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.008188042359e-12,        +8.696548576133e-03,        +3.979968555726e-12,        +1.150592628890e-02,        +3.008188042359e-12,        +8.696548576133e-03,        +3.979968555726e-12,        +1.150592628890e-02,        +1.324041878480e-12,        +3.827750908817e-03,        +2.594424992458e-12,        +7.500376524926e-03,        +3.411439338778e-10,        +9.862331578498e-01,        +3.363205119754e-10,        +9.722888425004e-01,        +4.298029218016e-13,        +1.242542665212e-03,        +3.011061175055e-12,        +8.704854685779e-03
 1.20e+01,        +3.459059667205e-10,        +3.459059667040e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.009040181554e-12,        +8.699012075687e-03,        +3.979635705835e-12,        +1.150496403331e-02,        +3.009040181554e-12,        +8.699012075687e-03,        +3.979635705835e-12,        +1.150496403331e-02,        +1.324393087503e-12,        +3.828766239737e-03,        +2.594569616924e-12,        +7.500794628226e-03,        +3.411426204734e-10,        +9.862293608513e-01,        +3.363199433559e-10,        +9.722871986298e-01,        +4.299129780438e-13,        +1.242860833306e-03,        +3.011818025275e-12,        +8.707042708669e-03
 1.30e+01,        +3.459059667205e-10,        +3.459059669471e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.654773590798e-13,        +4.783882760066e-04,        +6.464596333377e-12,        +1.868888354379e-02,        +1.654773590798e-13,        +4.783882760066e-04,        +6.464596333377e-12,        +1.868888354379e-02,        +1.620104795875e-13,        +4.683656692120e-04,        +2.774642366971e-12,        +8.021377576856e-03,        +3.455564726586e-10,        +9.989896269637e-01,        +3.357723520333e-10,        +9.707041338335e-01,        +2.200622321190e-14,        +6.361909110888e-05,        +8.943762135282e-13,        +2.585605045850e-03
 1.40e+01,        +3.459059667205e-10,        +3.459059723828e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.385117413889e-11,        +4.004317783301e-02,        +3.606172808419e-13,        +1.042529790272e-03,        +1.385117413889e-11,        +4.004317783301e-02,        +3.606172808419e-13,        +1.042529790272e-03,        +6.814732312041e-12,        +1.970111234753e-02,        +4.424602513680e-13,        +1.279134466283e-03,        +3.200100206707e-10,        +9.251358792814e-01,        +3.449667300203e-10,        +9.972846887955e-01,        +5.230039598904e-12,        +1.511983053802e-02,        +1.361648302897e-13,        +3.936469479024e-04
 1.50e+01,        +3.459059667205e-10,        +3.459059667683e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.017656547995e-16,        +2.317871710630e-06,        +2.262627458657e-16,        +6.541163425993e-07,        +8.017656547995e-16,        +2.317871710630e-06,        +2.262627458657e-16,        +6.541163425993e-07,        +1.484425339912e-15,        +4.291412935098e-06,        +6.511917488904e-16,        +1.882568707832e-06,        +3.459035744770e-10,        +9.999930841221e-01,        +3.459049190731e-10,        +9.999969711560e-01,        +1.060524455467e-16,        +3.065932818454e-07,        +1.702407233222e-16,        +4.921589671109e-07
 1.60e+01,        +3.459059667205e-10,        +3.459059667201e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.017369488747e-16,        +2.317788722975e-06,        +2.263305118174e-16,        +6.543122512848e-07,        +8.017369488747e-16,        +2.317788722975e-06,        +2.263305118174e-16,        +6.543122512848e-07,        +1.485136769179e-15,        +4.293469648008e-06,        +6.514271090892e-16,        +1.883249124801e-06,        +3.459035737713e-10,        +9.999930820818e-01,        +3.459049186971e-10,        +9.999969702086e-01,        +1.060754673164e-16,        +3.066598368397e-07,        +1.702653059244e-16,        +4.922300344770e-07
 1.70e+01,        +3.459059667205e-10,        +3.459059666607e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.619994808105e-14,        +1.913813418967e-04,        +1.232165964460e-13,        +3.562141400320e-04,        +6.619994808105e-14,        +1.913813418967e-04,        +1.232165964460e-13,        +3.562141400320e-04,        +6.924794798731e-14,        +2.001929849428e-04,        +1.937344475909e-13,        +5.600783630915e-04,        +3.457610132881e-10,        +9.995809455566e-01,        +3.454955391761e-10,        +9.988134709310e-01,        +9.505536271018e-15,        +2.748011652167e-05,        +9.347644056161e-14,        +2.702365659199e-04
 1.80e+01,        +3.459059667205e-10,        +3.459059667150e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.617759971281e-14,        +1.913167336783e-04,        +1.232071926292e-13,        +3.561869539265e-04,        +6.617759971281e-14,        +1.913167336783e-04,        +1.232071926292e-13,        +3.561869539265e-04,        +6.923242660982e-14,        +2.001481132754e-04,        +1.937436593162e-13,        +5.601049937245e-04,        +3.457610463310e-10,        +9.995810410821e-01,        +3.454955197532e-10,        +9.988134146235e-01,        +9.510363193604e-15,        +2.749407095741e-05,        +9.349610980696e-14,        +2.702934288612e-04
 1.90e+01,        +3.459059667205e-10,        +3.459059667417e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.336299068159e-17,        +1.253606322340e-07,        +3.572016045200e-15,        +1.032655226750e-05,        +4.336299068159e-17,        +1.253606322340e-07,        +3.572016045200e-15,        +1.032655226750e-05,        +1.495341495304e-16,        +4.322971093796e-07,        +7.954350406828e-15,        +2.299570164040e-05,        +3.459057580353e-10,        +9.999993966997e-01,        +3.458930915313e-10,        +9.999627782933e-01,        +1.578804234617e-17,        +4.564258458984e-08,        +1.348843996255e-15,        +3.899452816500e-06
 2.00e+01,        +3.459059667205e-10,        +3.459059670061e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.183438814514e-17,        +1.209415048308e-07,        +3.573249070033e-15,        +1.033011688396e-05,        +4.183438814514e-17,        +1.209415048308e-07,        +3.573249070033e-15,        +1.033011688396e-05,        +1.489746022950e-16,        +4.306794812110e-07,        +7.957487027236e-15,        +2.300476946411e-05,        +3.459057603183e-10,        +9.999994032998e-01,        +3.458930873377e-10,        +9.999627654056e-01,        +1.559318318118e-17,        +4.507925471484e-08,        +1.348932298343e-15,        +3.899708091245e-06
 2.10e+01,        +3.459059667205e-10,        +3.459059666352e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.496822288186e-16,        +1.300012928606e-06,        +1.088648277453e-16,        +3.147237638144e-07,        +4.496822288186e-16,        +1.300012928606e-06,        +1.088648277453e-16,        +3.147237638144e-07,        +2.105159998435e-16,        +6.085931440830e-07,        +8.285764179889e-17,        +2.395380530868e-07,        +3.459052483270e-10,        +9.999979231539e-01,        +3.459057028082e-10,        +9.999992372871e-01,        +5.819522893041e-17,        +1.682400262770e-07,        +7.210447349826e-17,        +2.084510833961e-07
 2.20e+01,        +3.459059667205e-10,        +3.459059667180e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.416925434676e-16,        +6.987232563783e-07,        +5.783621374992e-17,        +1.672021280774e-07,        +2.416925434676e-16,        +6.987232563783e-07,        +5.783621374992e-17,        +1.672021280774e-07,        +1.263773854597e-16,        +3.653518517125e-07,        +4.846173509550e-17,        +1.401008937640e-07,        +3.459055663085e-10,        +9.999988424252e-01,        +3.459058217374e-10,        +9.999995808667e-01,        +3.234208621874e-17,        +9.349964825810e-08,        +3.868274636851e-17,        +1.118302373779e-07
 2.30e+01,        +3.459059667205e-10,        +3.459059663547e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.477328685402e-12,        +2.450761045198e-02,        +2.038766232123e-12,        +5.893989784589e-03,        +8.477328685402e-12,        +2.450761045198e-02,        +2.038766232123e-12,        +5.893989784589e-03,        +3.447273841949e-12,        +9.965927661303e-03,        +1.393419649641e-12,        +4.028319211507e-03,        +3.328607906666e-10,        +9.622869296602e-01,        +3.411012836150e-10,        +9.861098587276e-01,        +1.120573526522e-12,        +3.239532226478e-03,        +1.372496857853e-12,        +3.967832276261e-03
 2.40e+01,        +3.459059667205e-10,        +3.459059663172e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.477703752918e-12,        +2.450869475683e-02,        +2.038854160187e-12,        +5.894243981665e-03,        +8.477703752918e-12,        +2.450869475683e-02,        +2.038854160187e-12,        +5.894243981665e-03,        +3.447443009939e-12,        +9.966416719040e-03,        +1.393448027664e-12,        +4.028401251647e-03,        +3.328600921081e-10,        +9.622849101561e-01,        +3.411012391526e-10,        +9.861097302953e-01,        +1.120727849559e-12,        +3.239978368065e-03,        +1.372424976760e-12,        +3.967624471389e-03
 2.50e+01,        +3.459059667205e-10,        +3.459059637914e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.645897333142e-12,        +2.210397642351e-02,        +2.824484263530e-13,        +8.165468535354e-04,        +7.645897333142e-12,        +2.210397642351e-02,        +2.824484263530e-13,        +8.165468535354e-04,        +4.853621129172e-12,        +1.403162013997e-02,        +4.424152229532e-13,        +1.279004322747e-03,        +3.276904157176e-10,        +9.473395871844e-01,        +3.449668187061e-10,        +9.972849699526e-01,        +5.716032540559e-12,        +1.652481625209e-02,        +2.142814359725e-13,        +6.194788711470e-04
 2.60e+01,        +3.459059667205e-10,        +3.459059672585e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.334924904341e-13,        +2.120496785263e-03,        +8.633512810926e-12,        +2.495913233111e-02,        +7.334924904341e-13,        +2.120496785263e-03,        +8.633512810926e-12,        +2.495913233111e-02,        +8.845538667997e-13,        +2.557209044950e-03,        +4.062844188684e-12,        +1.174551633464e-02,        +3.440109369963e-10,        +9.945215465862e-01,        +3.299492692206e-10,        +9.538698387760e-01,        +2.769833669844e-13,        +8.007475835427e-04,        +3.260341038356e-12,        +9.425512558213e-03
 2.70e+01,        +3.459059667205e-10,        +3.459059665689e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.334981811327e-13,        +2.120513236840e-03,        +8.633436582141e-12,        +2.495891200657e-02,        +7.334981811327e-13,        +2.120513236840e-03,        +8.633436582141e-12,        +2.495891200657e-02,        +8.846058317656e-13,        +2.557359273540e-03,        +4.062920176113e-12,        +1.174573603460e-02,        +3.440108242859e-10,        +9.945212207451e-01,        +3.299489175913e-10,        +9.538688241318e-01,        +2.770384217094e-13,        +8.009067445004e-04,        +3.260692219386e-12,        +9.426527826997e-03
