        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.459059667205e-10,        +3.459059667706e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.199198218999e-12,        +1.792162846387e-02,        +3.020676829867e-14,        +8.732653148683e-05,        +6.199198218999e-12,        +1.792162846387e-02,        +3.020676829867e-14,        +8.732653148683e-05,        +3.235996963369e-12,        +9.355134847917e-03,        +3.790459421916e-14,        +1.095806313289e-04,        +3.341300984694e-10,        +9.659564465951e-01,        +3.458264500374e-10,        +9.997701203770e-01,        +2.340673068766e-12,        +6.766790093151e-03,        +1.140537070830e-14,        +3.297246015956e-05
 2.00e+00,        +3.459059667205e-10,        +3.459059666731e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261542808348e-13,        +3.647068653683e-04,        +5.073838381029e-12,        +1.466825920879e-02,        +1.261542808348e-13,        +3.647068653683e-04,        +5.073838381029e-12,        +1.466825920879e-02,        +1.570356370132e-13,        +4.539836028331e-04,        +2.593826819468e-12,        +7.498647231835e-03,        +3.455751439175e-10,        +9.990436048092e-01,        +3.363224769195e-10,        +9.722945231453e-01,        +4.763288517607e-14,        +1.377047225513e-04,        +1.915824553056e-12,        +5.538570414043e-03
 3.00e+00,        +3.459059667205e-10,        +3.459059666025e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261581409351e-13,        +3.647180247602e-04,        +5.074070282754e-12,        +1.466892963019e-02,        +1.261581409351e-13,        +3.647180247602e-04,        +5.074070282754e-12,        +1.466892963019e-02,        +1.570406332061e-13,        +4.539980466225e-04,        +2.593898832318e-12,        +7.498855419570e-03,        +3.455751333505e-10,        +9.990435742606e-01,        +3.363222103805e-10,        +9.722937527903e-01,        +4.763459585479e-14,        +1.377096680535e-04,        +1.915787106930e-12,        +5.538462159953e-03
 4.00e+00,        +3.459059667205e-10,        +3.459059668327e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276585815123e-12,        +1.236343465153e-02,        +2.206743457509e-12,        +6.379605063526e-03,        +4.276585815123e-12,        +1.236343465153e-02,        +2.206743457509e-12,        +6.379605063526e-03,        +1.845007305763e-12,        +5.333840648243e-03,        +1.480700483721e-12,        +4.280644526832e-03,        +3.392190848084e-10,        +9.806684979288e-01,        +3.405471977703e-10,        +9.845080178541e-01,        +5.652887911971e-13,        +1.634226771387e-03,        +1.671325121091e-12,        +4.831732555512e-03
 5.00e+00,        +3.459059667205e-10,        +3.459059673387e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276583106232e-12,        +1.236342682024e-02,        +2.206712934721e-12,        +6.379516814060e-03,        +4.276583106232e-12,        +1.236342682024e-02,        +2.206712934721e-12,        +6.379516814060e-03,        +1.845010586129e-12,        +5.333850131644e-03,        +1.480694930618e-12,        +4.280628466777e-03,        +3.392190714547e-10,        +9.806684593239e-01,        +3.405472196305e-10,        +9.845080796108e-01,        +5.653015733933e-13,        +1.634263724193e-03,        +1.671339842808e-12,        +4.831775108325e-03
 6.00e+00,        +3.459059667205e-10,        +3.459059680042e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.478596893896e-12,        +4.274563136086e-03,        +2.365709130199e-14,        +6.839168297236e-05,        +1.478596893896e-12,        +4.274563136086e-03,        +2.365709130199e-14,        +6.839168297236e-05,        +9.947879213562e-13,        +2.875891187387e-03,        +3.790012031831e-14,        +1.095676970738e-04,        +3.423268302248e-10,        +9.896528628008e-01,        +3.458264608669e-10,        +9.997701481192e-01,        +1.105751680410e-12,        +3.196682875678e-03,        +1.794992570347e-14,        +5.189250074821e-05
 7.00e+00,        +3.459059667205e-10,        +3.459059668835e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.888468604073e-14,        +1.702332185796e-04,        +2.256873486989e-14,        +6.524528927104e-05,        +5.888468604073e-14,        +1.702332185796e-04,        +2.256873486989e-14,        +6.524528927104e-05,        +6.053130404731e-14,        +1.749935238793e-04,        +3.607249153982e-14,        +1.042840973945e-04,        +3.457787687428e-10,        +9.996322758496e-01,        +3.458302819338e-10,        +9.997811979065e-01,        +7.781987634708e-15,        +2.249740791837e-05,        +1.704372329350e-14,        +4.927270681988e-05
 8.00e+00,        +3.459059667205e-10,        +3.459059669997e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.887163441567e-14,        +1.701954868655e-04,        +2.256765771738e-14,        +6.524217524526e-05,        +5.887163441567e-14,        +1.701954868655e-04,        +2.256765771738e-14,        +6.524217524526e-05,        +6.052050392076e-14,        +1.749623011553e-04,        +3.607302399728e-14,        +1.042856366722e-04,        +3.457787914254e-10,        +9.996323414243e-01,        +3.458302808604e-10,        +9.997811944673e-01,        +7.783156725711e-15,        +2.250078771263e-05,        +1.704545764259e-14,        +4.927772073560e-05
 9.00e+00,        +3.459059667205e-10,        +3.459059666512e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340303243638e-15,        +6.765720943835e-06,        +1.572798748662e-13,        +4.546896845663e-04,        +2.340303243638e-15,        +6.765720943835e-06,        +1.572798748662e-13,        +4.546896845663e-04,        +5.250788859184e-15,        +1.517981580071e-05,        +1.937108094876e-13,        +5.600100263173e-04,        +3.458974920405e-10,        +9.999755000469e-01,        +3.454955891713e-10,        +9.988136154925e-01,        +8.835878594196e-16,        +2.554416357130e-06,        +5.938679552025e-14,        +1.716847965798e-04
 1.00e+01,        +3.459059667205e-10,        +3.459059665143e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340555381478e-15,        +6.766449864017e-06,        +1.572991256559e-13,        +4.547453379916e-04,        +2.340555381478e-15,        +6.766449864017e-06,        +1.572991256559e-13,        +4.547453379916e-04,        +5.251368072105e-15,        +1.518149028157e-05,        +1.937303829322e-13,        +5.600666125664e-04,        +3.458974911162e-10,        +9.999754973746e-01,        +3.454955476934e-10,        +9.988134959769e-01,        +8.836808719703e-16,        +2.554685252609e-06,        +5.938931230222e-14,        +1.716920725615e-04
